"","公司全名","更新日期","計算終止日","專利號","申請日","獲證日","PR","標題","專利摘要","主分支","公開發行","技術分類","股票代碼","產業別","收盤時間","氣動值","月營收成長率","熱度值","營收成長率","毛利成長率","營益成長率","外資成本","投信成本","自營商成本","收盤價","加權後成本","市值權重%","趨勢機率%","NA"
"1422","宏碁","2025-03-03","2025-02-15","TWI825640B","2022-03-28","2023-12-11",8,"自動排除傳輸失敗之智慧計量錶控制系統及其控制方法","一種自動排除傳輸失敗之智慧計量錶控制系統及其控制方法。自動排除傳輸失敗之智慧計量錶控制系統包括至少一智慧計量錶、至少一中繼控制裝置及一伺服裝置。中繼控制裝置連線於智慧計量錶。智慧計量錶於一傳輸期間傳輸一計量資訊至中繼控制裝置。若計量資訊傳輸失敗，則於傳輸期間重複傳輸。伺服裝置連線於中繼控制裝置。中繼控制裝置暫存智慧計量錶之計量資訊，並於一溝通期間上傳暫存之計量資訊至該伺服裝置。","main","Yes","無線通信技術","2353","電腦及週邊","2025-02-27",0.67,-1.03,1,7.78,5.24,3.71,41.6,41.6,38.2,39.15,40.9,0.14815,0,"TW"
"1423","宏碁","2025-03-03","2025-02-15","TWI812548B","2022-11-22","2023-08-11",30,"生成並排三維影像的方法及電腦裝置","提供一種基於原始影像生成並排三維影像的方法，其包含以下步驟：創建3D網格；基於估算出的原始影像之深度資訊，更新3D網格的左網格區及右網格區；基於左眼位置將左網格區的每一網格頂點投影到並排3D影像之座標系統上，及基於右眼位置將右網格區的每一網格頂點投影到並排3D影像之座標系統上；以及基於原始影像，對投影在並排3D影像之座標系統上的左網格區及右網格區進行著色，以取得並排3D影像。","main","Yes","影像處理技術","2353","電腦及週邊","2025-02-27",0.67,-1.03,1,7.78,5.24,3.71,41.6,41.6,38.2,39.15,40.9,0.14815,0,"TW"
"1424","宏碁","2025-03-03","2025-02-15","TWI826293B","2023-03-22","2023-12-11",97,"自動調整視訊會議版面之方法及應用其之電子裝置","一種自動調整視訊會議版面之方法及應用其之電子裝置。自動調整視訊會議版面之方法包括以下步驟。於一視訊會議中，偵測一分享視窗是否為一簡報。若分享視窗為簡報，則於簡報偵測是否有足夠設置一最上層訊息物件之一閒置區域。若於簡報偵測到閒置區域，則依據閒置區域，設置最上層訊息物件。若於簡報無法偵測到閒置區域，則分析簡報中至少一可遮蔽物件，偵測至少一與會者視窗，並依據可遮蔽物件及與會者視窗，設置最上層訊息物件。","main","Yes","其他","2353","電腦及週邊","2025-02-27",0.67,-1.03,1,7.78,5.24,3.71,41.6,41.6,38.2,39.15,40.9,0.14815,0,"TW"
"1425","宏碁","2025-03-03","2025-02-15","TWI851130B","2023-04-07","2024-08-01",52,"曲面裸眼三維立體顯示器及其製造方法","本揭露實施例提供一種具有最低立體串擾的曲面裸眼三維立體顯示器製造方法，包括：提供一曲面面板，曲面面板具有一面板弧長以及一解析度；基於曲面面板之面板弧長及解析度，取得一最佳觀賞距離；基於面板弧長、最佳觀賞距離及一容許值，決定曲面面板之一容許曲率半徑；基於最佳觀賞距離或容許曲率半徑，決定曲面面板之一實際曲率半徑。","main","Yes","影像處理技術","2353","電腦及週邊","2025-02-27",0.67,-1.03,1,7.78,5.24,3.71,41.6,41.6,38.2,39.15,40.9,0.14815,0,"TW"
"1426","宏碁","2025-03-03","2025-02-15","TWI851290B","2023-06-19","2024-08-01",88,"處理多小區調度的方法、用戶設備與基站","本公開的一個方面包括一種由用戶設備使用的處理多小區調度的方法，所述方法包括：從第一服務小區接收下行控制信息；根據下行控制信息從第一服務小區集合確定多個所調度小區，其中下行控制信息配置成在多個所調度小區上分別調度多個物理上行共享信道；以及根據下行控制信息分別在多個所調度小區中的至少一個上傳輸物理上行共享信道中的至少一個。","main","Yes","無線通信技術","2353","電腦及週邊","2025-02-27",0.67,-1.03,1,7.78,5.24,3.71,41.6,41.6,38.2,39.15,40.9,0.14815,0,"TW"
"1427","宏碁","2025-03-03","2025-02-15","TWI817875B","2022-12-23","2023-10-01",57,"基於多執行緒產生三維影像的電子裝置和方法","提供一種基於多執行緒產生三維影像的電子裝置和方法。方法包含：由處理器運行第一執行緒和第二執行緒；由第一執行緒將三維影像的影像幀傳送至儲存媒體中的第一緩衝器，其中影像幀包含三維網格以及對應於三維網格的紋理；響應於第一緩衝器完成影像幀的接收，由第二執行緒讀取第一緩衝器中的影像幀以對影像幀執行深度預測，進而產生深度資訊；由第一執行緒根據深度資訊更新三維網格；以及由第一執行緒根據經更新的三維網格以及紋理產生並排影像。","decline","Yes","顯示技術","2353","電腦及週邊","2025-02-27",0.67,-1.03,1,7.78,5.24,3.71,41.6,41.6,38.2,39.15,40.9,0.14815,0,"TW"
"1428","宏碁","2025-03-03","2025-02-15","TWI865370B","2024-03-27","2024-12-01",5,"生成3D互動場景的電腦系統及方法","提供一種電腦實施的方法，用以生成3D互動場景。該方法包含基於2D源影像執行第一程序。第一程序包含估計2D源影像相應的深度圖、基於深度圖創建3D網格，以及基於3D網格及頭部姿態資訊迭代執行第一迴圈，以呈現3D互動場景。","main","Yes","其他","2353","電腦及週邊","2025-02-27",0.67,-1.03,1,7.78,5.24,3.71,41.6,41.6,38.2,39.15,40.9,0.14815,0,"TW"
"1429","宏碁","2025-03-03","2025-02-15","TWI837944B","2022-11-15","2024-04-01",74,"高輸出穩定度之電源供應器","一種高輸出穩定度之電源供應器，包括：一橋式整流器、一第一電感器、一第一功率切換器、一第一輸出級電路、一變壓器、一第二功率切換器、一第二輸出級電路、一補償電路、一微控制器，以及一電力傳輸積體電路。電力傳輸積體電路可根據一溝通電位來產生一狀態電位，其中微控制器可根據狀態電位來操作於一正常模式或一突衝模式。在正常模式中，微控制器可控制第二輸出級電路來提供一輸出電位。在突衝模式中，微控制器可控制補償電路來提供一輸出電位。","decline","Yes","電源管理","2353","電腦及週邊","2025-02-27",0.67,-1.03,1,7.78,5.24,3.71,41.6,41.6,38.2,39.15,40.9,0.14815,0,"TW"
"1430","宏碁","2025-03-03","2025-02-15","TWI832279B","2022-06-07","2024-02-11",42,"人工智慧模型運算加速系統及人工智慧模型運算加速方法","一種人工智慧模型運算加速方法包含：開啟一應用程式，取得運行該應用程式所需的複數個AI模型及該些AI模型各自對應的一模型名稱，並列舉複數個運算裝置及該些運算裝置各自對應的一裝置名稱；透過一推理模型依據該些AI模型名稱及該些裝置名稱作為輸入資料，以輸出一推理結果。","main","Yes","其他","2353","電腦及週邊","2025-02-27",0.67,-1.03,1,7.78,5.24,3.71,41.6,41.6,38.2,39.15,40.9,0.14815,0,"TW"
"1431","宏碁","2025-03-03","2025-02-15","TWI826316B","2023-05-11","2023-12-11",25,"影像分割模型訓練方法及電子裝置","一種影像分割模型訓練方法及電子裝置。所述方法包括下列步驟。取得一訓練影像的多個經標註影像，其中各個經標註影像包括一標註目標區域與一背景區域。獲取多個經標註影像的標註目標區域的聯集區域，並獲取聯集區域的一差集區域。利用影像分割模型產生訓練影像的一預測分割影像。根據預測分割影像與差集區域產生第一損失值。根據預測分割影像與多個經標註影像其中至少一的標註目標區域產生第二損失值。根據第一損失值與第二損失值來訓練影像分割模型。","decline","Yes","其他","2353","電腦及週邊","2025-02-27",0.67,-1.03,1,7.78,5.24,3.71,41.6,41.6,38.2,39.15,40.9,0.14815,0,"TW"
"1432","宏碁","2025-03-03","2025-02-15","TWI837907B","2022-10-27","2024-04-01",81,"顯示裝置及其操作方法","本發明提供一種顯示裝置及其操作方法。顯示裝置包括處理器、背光控制電路以及時序控制電路。背光控制電路基於處理器的通知去驅動顯示裝置的背光模組。時序控制電路控制顯示裝置的顯示模組。在執行為了進入睡眠狀態的睡眠準備程序的過程中，背光控制電路基於處理器的通知關閉背光模組，以及時序控制電路在背光模組被關閉後控制顯示模組以使顯示模組的所有子像素電路進行放電。在所有子像素電路完成放電後睡眠準備程序為執行完成使得顯示裝置進入睡眠狀態。","main","Yes","其他","2353","電腦及週邊","2025-02-27",0.67,-1.03,1,7.78,5.24,3.71,41.6,41.6,38.2,39.15,40.9,0.14815,0,"TW"
"1433","宏碁","2025-03-03","2025-02-15","TWI837871B","2022-10-07","2024-04-01",66,"顯示裝置","一種顯示裝置包括顯示面板、相機模組及繞射抑制元件。顯示面板設有多條訊號線與多個顯示畫素。這些訊號線和這些顯示畫素沿著至少一方向交替排列。相機模組設有朝向顯示面板的收光面，且收光面與顯示面板相重疊。繞射抑制元件設置在顯示面板與相機模組之間。繞射抑制元件具有沿著至少一方向交替排列的多個第一透光區和多個第二透光區。這些第一透光區分別重疊於這些顯示畫素。這些第二透光區分別重疊於這些訊號線。繞射抑制元件在第一透光區具有第一折射率，且在第二透光區具有第二折射率。第一折射率大於第二折射率。","main","Yes","光學檢測系統","2353","電腦及週邊","2025-02-27",0.67,-1.03,1,7.78,5.24,3.71,41.6,41.6,38.2,39.15,40.9,0.14815,0,"TW"
"1434","宏碁","2025-03-03","2025-02-15","TWI832698B","2023-02-10","2024-02-11",46,"視訊會議評估方法及系統","本發明實施例提供一種視訊會議評估方法及系統。所述方法包括：反應於判定第一電子裝置已參與視訊會議，收集網路健康資訊，並取得對於多媒體訊號的收發狀態；反應於判定網路健康資訊指示視訊會議的網路品質不佳，依據多媒體訊號的收發狀態取得多媒體訊號的第一訊號段；取得第一訊號段的第一特定訊號特徵，並發送第一訊號段的第一特定訊號特徵；以及依據對於關聯於多媒體訊號的異常資訊的接收情形提供會議品質通知。","main","Yes","其他","2353","電腦及週邊","2025-02-27",0.67,-1.03,1,7.78,5.24,3.71,41.6,41.6,38.2,39.15,40.9,0.14815,0,"TW"
"1435","宏碁","2025-03-03","2025-02-15","TWI864702B","2023-04-26","2024-12-01",43,"雙工操作方法以及使用所述方法的用戶設備","本公開的一個方面包括一種用於用戶設備的雙工操作方法，所述方法包括：接收指示下行鏈路接收及上行鏈路傳送中的至少一者的至少一個指示；以及根據規則而通過第一資源來實行下行鏈路接收或通過第二資源來實行上行鏈路傳送。","main","Yes","無線通信技術","2353","電腦及週邊","2025-02-27",0.67,-1.03,1,7.78,5.24,3.71,41.6,41.6,38.2,39.15,40.9,0.14815,0,"TW"
"1436","宏碁","2025-03-03","2025-02-15","TWI817723B","2022-09-16","2023-10-01",53,"折疊式電子裝置","一種折疊式電子裝置，包括第一機體、第二機體、氣閥、至少一觸發件以及轉軸。第一機體具有多個開口，分別位於第一機體的相對兩表面。氣閥活動地配置於第一機體內。觸發件活動地配於第一機體內且局部暴露於第一機體外，觸發件與氣閥互在彼此的移動路徑上。轉軸連接第一機體與第二機體，以使第一機體與第二機體藉由轉軸而彼此相對旋轉開闔。觸發件的局部適於受力而使觸發件驅動氣閥，以使氣閥開啟或封閉開口。","main","Yes","其他","2353","電腦及週邊","2025-02-27",0.67,-1.03,1,7.78,5.24,3.71,41.6,41.6,38.2,39.15,40.9,0.14815,0,"TW"
"1437","宏碁","2025-03-03","2025-02-15","TWI817601B","2022-07-07","2023-10-01",58,"色彩校正方法及色彩校正裝置","本發明的實施例提供一種色彩校正方法及色彩校正裝置。所述方法包括：取得顯示器的原生伽瑪資訊及原生色點資訊；取得目標色彩空間的目標伽瑪資訊及目標色點資訊；基於原生伽瑪資訊及目標伽瑪資訊取得關聯於顯示器的伽瑪校正參數；基於目標伽瑪資訊決定第一虛擬伽瑪參數；基於目標伽瑪資訊的伽瑪反運算決定第二虛擬伽瑪參數；基於原生色點資訊及目標色點資訊決定虛擬色彩空間轉換矩陣；以及依序基於第一虛擬伽瑪參數、虛擬色彩空間轉換矩陣及第二虛擬伽瑪參數更新顯示器的三維查找表。","decline","Yes","顯示技術","2353","電腦及週邊","2025-02-27",0.67,-1.03,1,7.78,5.24,3.71,41.6,41.6,38.2,39.15,40.9,0.14815,0,"TW"
"1438","宏碁","2025-03-03","2025-02-15","TWI826213B","2022-12-29","2023-12-11",14,"基於裝置媒體基礎轉換的幀解析度設定方法與計算機系統","一種基於裝置媒體基礎轉換的幀解析度設定方法與計算機系統。根據主影像擷取裝置所支援的至少一第一解析度，由裝置媒體基礎轉換建立包括第一解析度的解析度清單。由應用程式將至少一第二解析度提供給裝置媒體基礎轉換而更新解析度清單。由相機應用程式自裝置媒體基礎轉換提供的解析度清單中的第一解析度與第二解析度之中選擇目標解析度。由應用程式根據目標解析度對主影像擷取裝置產生的多張第一輸入圖幀進行影像縮放處理，而產生符合目標解析度的多張第一輸出圖幀。由應用程式將符合目標解析度的第一輸出圖幀提供給裝置媒體基礎轉換。","main","Yes","影像處理技術","2353","電腦及週邊","2025-02-27",0.67,-1.03,1,7.78,5.24,3.71,41.6,41.6,38.2,39.15,40.9,0.14815,0,"TW"
"1439","宏碁","2025-03-03","2025-02-15","TWI851278B","2023-06-09","2024-08-01",84,"電子裝置及其操作方法","本發明提供一種電子裝置及其操作方法。電子裝置包括電源轉接器以及充電控制裝置。電源轉接器包括感測器以及第一控制器。感測器感測電源轉接器的擺放狀態以生成感測信號。第一控制器根據感測信號生成事件信息。充電控制裝置耦接電源轉接器。充電控制裝置包括第二控制器。第二控制器根據感測信號以及事件信息選擇多個供電設定資訊中的第一供電設定資訊以生成控制信號。第一控制器根據控制信號以根據第一供電設定資訊來使電源轉接器執行供電操作，據以增加電子裝置的使用彈性以及使用壽命。","main","Yes","電源管理技術","2353","電腦及週邊","2025-02-27",0.67,-1.03,1,7.78,5.24,3.71,41.6,41.6,38.2,39.15,40.9,0.14815,0,"TW"
"1440","宏碁","2025-03-03","2025-02-15","TWI817419B","2022-03-28","2023-10-01",49,"具散熱和降噪功能之電子系統和相關聲學濾波器","電子系統包含出風口、散熱片、風扇和聲學濾波器。聲學濾波器設置在出風口和散熱片之間，其包含收音口、出音口、頸部通道和共振腔。頸部通道包含第一和第二開口，兩開口之表面垂直於收音口之表面。共振腔連接至第二開口，用來在風扇所產生之噪音經由頸部通道進入共振腔後，產生一反相共振聲波以消除風扇噪音中具特定頻率之成份。","decline","Yes","其他","2353","電腦及週邊","2025-02-27",0.67,-1.03,1,7.78,5.24,3.71,41.6,41.6,38.2,39.15,40.9,0.14815,0,"TW"
"1441","宏碁","2025-03-03","2025-02-15","TWI832477B","2022-10-06","2024-02-11",14,"視訊會議的畫面分享方法與視訊會議系統","一種視訊會議的畫面分享方法與視訊會議系統。所述方法包括下列步驟。進行視訊會議，擷取第一電子裝置的第一視訊會議畫面。利用機器學習模型辨識第一視訊會議畫面的畫面內容。透過比對第一視訊會議畫面的畫面內容與分享畫面的畫面內容，判斷第一視訊會議畫面是否匹配分享畫面，其中分享畫面由第二電子裝置產生。基於第一視訊會議畫面與分享畫面的匹配結果，由第二電子裝置提供對應的畫面分享狀態通知。","main","Yes","其他","2353","電腦及週邊","2025-02-27",0.67,-1.03,1,7.78,5.24,3.71,41.6,41.6,38.2,39.15,40.9,0.14815,0,"TW"
"1442","宏碁","2025-03-03","2025-02-15","TWI817473B","2022-04-28","2023-10-01",86,"散熱系統","一種散熱系統，適用於具兩熱源的可攜式電子裝置。散熱系統包括風扇、兩個散熱鰭片組、活動閘門、第一熱管、第二熱管以及控制單元。風扇是離心式風扇且具有主出風口與副出風口，散熱鰭片組分別設置於主出風口與副出風口，活動閘門設置於副出風口。第一熱管熱接觸熱源，且熱接觸位於主出風口的散熱鰭片組。第二熱管熱接觸熱源的其中之一，且熱接觸兩個散熱鰭片組。控制單元電性連接活動閘門，以依據熱源的負載而驅動活動閘門開啟或關閉副出風口。","main","Yes","散熱管理技術","2353","電腦及週邊","2025-02-27",0.67,-1.03,1,7.78,5.24,3.71,41.6,41.6,38.2,39.15,40.9,0.14815,0,"TW"
"1443","宏碁智醫","2025-03-03","2025-02-15","TWI857673B","2023-06-26","2024-10-01",44,"用於提升學習模型之穩定性的資料處理系統","一種資料處理系統，包括以下元件。輸入單元，用於接收輸入資料與訓練資料，訓練資料關聯於第一資料分布，輸入資料關聯於第二資料分布。插件單元，包括至少一插件用於執行預處理。預處理單元，用於選擇性地根據至少一插件對於輸入資料執行預處理以產生至少一轉換資料，至少一轉換資料關聯於第三資料分布。學習模型，用於根據輸入資料產生第一預測結果，並根據至少一轉換資料產生至少第二預測結果。輸出單元，用於將第一預測結果提供為輸出預測結果，或將至少一第二預測結果的其中一者提供為輸出預測結果。","main","No","資料管理與優化",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TW"
"1444","宏致電子","2025-03-03","2025-02-15","TWI802517B","2022-10-26","2023-05-11",92,"電纜連接器及其金屬殼體","本發明係一種電纜連接器及其金屬殼體，該電纜連接器包含一金屬殼體、一絕緣座及一纜線；該金屬殼體係由後至前一體形成一套接端部、一本體及一插接端部，其中該插接端部係包含一形成有多個穿孔的端部本體、一自該端部本體向前延伸的環部及多個自該環部向後延伸的彈片；該纜線係固定於該絕緣座中，再一併匹配容置於該金屬殼體中；如此，透過一體形成的該金屬殼體，可省去繁複的製造及組裝步驟並簡化製程，且藉由各該彈片自該環部向後延伸的設計，可避免各該彈片於插接過程中承受過大應力而變形。","main","Yes","其他","3605","電子零組件","2025-02-27",0.71,25.74,2,21.94,37.04,628.21,61.7,NA,65.2,63.1,63.4,0.01165,70.7,"TW"
"1445","宏致電子","2025-03-03","2025-02-15","TWI815758B","2022-12-23","2023-09-11",2,"纜線連接器","本發明係一種纜線連接器，係包含一金屬殼體、一纜線及分別容置於該金屬殼體前後的一絕緣座與一內遮蔽金屬件；其中該纜線的前段由前至後依序外露出二內導體、二電介質及一外導體，並穿入且固定於該金屬殼體中，即外露的該二內導體係分別由後至前穿入並固定於該絕緣座中，而該內遮蔽金屬件則設置在外露的該外導體及該二電介質外，並一併由後至前固定在該金屬殼體內，且該外導體不再反折回套在該內遮蔽金屬件外，仍具有電磁干擾遮蔽功能；如此，本發明纜線連接器可簡化製程及降低成本。","main","Yes","其他","3605","電子零組件","2025-02-27",0.71,25.74,2,21.94,37.04,628.21,61.7,NA,65.2,63.1,63.4,0.01165,70.7,"TW"
"1446","宏達國際電子","2025-03-03","2025-02-15","TWI845068B","2022-12-14","2024-06-11",67,"頭戴式顯示裝置","頭戴式顯示裝置包括本體、第一感測器以及第二感測器。第一感測器配置在本體的第一設定區上。第二感測器配置在本體的第二設定區上。第一設定區與第二設定區分別具有第一中心點以及第二中心點，第一中心點以及第二中心點設置在水平軸線上。第一感測器與第一中心點的連線與水平軸線具有第一夾角。第二感測器與第二中心點的連線與水平軸線具有第二夾角，第一夾角與第二夾角不相同。","main","Yes","其他","2498","通信網路業","2025-02-27",0.51,-28.44,10,-29.6,-30.58,-0.05,50.4,52.9,47.9,46.35,50.9,0.04799,0,"TW"
"1447","宏達國際電子","2025-03-03","2025-02-15","TWI863826B","2024-02-07","2024-11-21",58,"用於反應於選定模式而產生通透視圖的方法和主機","本發明的實施例提供一種用於反應於選定模式而產生通透視圖的方法和主機。所述方法包含：由主機在第一模式和第二模式當中判定選定模式，其中第一模式旨在實現控制準確度，且第二模式旨在實現視覺平滑度；由主機根據選定模式判定目標深度圖；以及由主機基於與主機的視野（FOV）相關聯的影像、相機參數和目標深度圖來渲染通透視圖。","decline","Yes","顯示技術","2498","通信網路業","2025-02-27",0.51,-28.44,10,-29.6,-30.58,-0.05,50.4,52.9,47.9,46.35,50.9,0.04799,0,"TW"
"1448","宏達國際電子","2025-03-03","2025-02-15","TWI810129B","2022-12-23","2023-07-21",64,"頭戴式顯示裝置及其頭帶模組","一種頭戴式顯示裝置及其頭帶模組。頭帶模組包括一殼體、兩個帶體、兩個彈性件、一耦接件以及一制動件。兩個帶體的末端分別連接於主機的相對兩側。兩個帶體至少部分重疊地容置於殼體內。第一彈性件的兩端分別連接於殼體與第一帶體。第二彈性件的兩端分別連接於殼體與第二帶體。兩個彈性件的彈性恢復力用以帶動兩個帶體相對殼體移動而增加彼此的重疊程度。耦接件可轉動地設置於殼體，且同時耦接兩個帶體。制動件可動地設置於殼體。制動件在一制動位置時制動耦接件以固定兩個帶體的重疊程度。制動件在一可動位置時與耦接件分離。","main","Yes","其他","2498","通信網路業","2025-02-27",0.51,-28.44,10,-29.6,-30.58,-0.05,50.4,52.9,47.9,46.35,50.9,0.04799,0,"TW"
"1449","宏達國際電子","2025-03-03","2025-02-15","TWI852691B","2023-07-19","2024-08-11",94,"頭戴式顯示器、內容載入方法及其非暫態電腦可讀取記錄媒體","一種頭戴式顯示器、內容載入方法及其非暫態電腦可讀取記錄媒體。該頭戴式顯示器響應於接收一切換訊號，從複數個多媒體內容中選擇一第一多媒體內容，該切換訊號是基於判斷一使用者選擇執行一新應用程式所產生，且該第一多媒體內容之一播放內容對應至該新應用程式。該頭戴式顯示器將該第一多媒體內容傳輸至一顯示器，以使該顯示器之一顯示螢幕之複數個畫素播放該第一多媒體內容。","main","Yes","無線通信技術","2498","通信網路業","2025-02-27",0.51,-28.44,10,-29.6,-30.58,-0.05,50.4,52.9,47.9,46.35,50.9,0.04799,0,"TW"
"1450","宏達國際電子","2025-03-03","2025-02-15","TWI869001B","2023-10-25","2025-01-01",94,"視覺內容中提供視覺提示的方法、主機及電腦可讀儲存媒體","本發明的實施例提供一種在視覺內容中提供視覺提示的方法、主機及電腦可讀儲存媒體。所述方法包括：由主機提供視覺內容，其中視覺內容包括虛擬承載物件；由主機判定參考點與虛擬承載物件之間的相對位置；以及反應於判定相對位置滿足預定條件，由主機基於相對位置修改虛擬承載物件的外觀。","main","Yes","影像處理技術","2498","通信網路業","2025-02-27",0.51,-28.44,10,-29.6,-30.58,-0.05,50.4,52.9,47.9,46.35,50.9,0.04799,0,"TW"
"1451","宏達國際電子","2025-03-03","2025-02-15","TWI867992B","2024-04-09","2024-12-21",97,"影像調整方法、電子裝置及非暫態電腦可讀取儲存媒體","一種適用於電子裝置的影像調整方法被揭示。影像調整方法包含以下步驟：計算影像的多個區塊的多個區塊亮度值；當第一區塊的第一區塊亮度值不位於目標亮度值範圍時，調整多個區塊的第一區塊的第一區塊亮度值以產生第一調整後區塊，以使第一調整後區塊的第一調整後區塊亮度值位於目標亮度值範圍內；以及以多個第一調整後區塊取代影像的第一區塊以取得調整後影像。","main","Yes","影像處理技術","2498","通信網路業","2025-02-27",0.51,-28.44,10,-29.6,-30.58,-0.05,50.4,52.9,47.9,46.35,50.9,0.04799,0,"TW"
"1452","宏達國際電子","2025-03-03","2025-02-15","TWI860662B","2023-03-29","2024-11-01",39,"在擴展實境環境提供視覺輔助的方法、裝置及儲存媒介","提供一種在擴展實境環境中為用戶提供視覺輔助的方法、電子裝置及非暫態電腦可讀取儲存媒介。所述方法包括：輸出包括第一虛擬物件及互動式物件的擴展實境場景；偵測用戶；計算互動式物件與用戶之間的第一距離；以及響應於第一距離大於第一閾值，對擴展實境場景中的第一虛擬物件進行禁能。","decline","Yes","其他","2498","通信網路業","2025-02-27",0.51,-28.44,10,-29.6,-30.58,-0.05,50.4,52.9,47.9,46.35,50.9,0.04799,0,"TW"
"1453","宏達國際電子","2025-03-03","2025-02-15","TWI866203B","2023-05-11","2024-12-11",72,"通過虛擬滑鼠遠程控制擴展實境的系統及方法","提供一種通過虛擬滑鼠遠程控制擴展實境的系統及方法。所述系統包括頭戴式顯示器及佩戴在手上的第一遠程控制器。頭戴式顯示器包括圖像捕捉裝置。第一遠程控制器以通訊方式連接到頭戴式顯示器，其中頭戴式顯示器被配置成：通過圖像捕捉裝置捕捉圖像；探測圖像以獲得圖像中的手的第一資料及圖像中的平面的第二資料；以及根據第一資料及第二資料對虛擬滑鼠進行致能。","decline","Yes","其他","2498","通信網路業","2025-02-27",0.51,-28.44,10,-29.6,-30.58,-0.05,50.4,52.9,47.9,46.35,50.9,0.04799,0,"TW"
"1454","宏達國際電子","2025-03-03","2025-02-15","TWI840079B","2023-01-06","2024-04-21",99,"地圖最佳化方法、電子裝置及非暫態電腦可讀取儲存媒體","地圖最佳化方法包含：利用分別基於第一及第二標記生成的第一及第二估計座標從地圖辨識第一及第二地圖點；根據第一及第二估計座標生成多個虛擬攝影機，虛擬攝影機由虛擬位姿控制且包含相交於第一及第二相交點座標的多個光軸，第一與第二相交點座標之間的距離為多個距離值中的第一距離值，虛擬攝影機提供虛擬幀，用於指出分別在第一及第二相交點座標處觀察到第一及第二標記；執行全局光束法平差以最佳化地圖，包含調整第一及第二估計座標，以減少根據現實關鍵幀及虛擬幀計算的多個重投影誤差的總和，電子裝置用於根據最佳化後的地圖定位。","main","Yes","其他","2498","通信網路業","2025-02-27",0.51,-28.44,10,-29.6,-30.58,-0.05,50.4,52.9,47.9,46.35,50.9,0.04799,0,"TW"
"1455","宏達國際電子","2025-03-03","2025-02-15","TWI867318B","2022-07-15","2024-12-21",77,"追蹤系統、追蹤方法以及非暫態電腦可讀取儲存媒體","一種追蹤方法，用以基於電腦視覺追蹤一物件，其包含以下步驟。以一追蹤相機拍攝一系列影像。在多個影像中追蹤一可追蹤裝置之一第一位置。辨識多個影像中第一位置周圍之一物件。響應於辨識到物件，追蹤多個影像中物件之一第二位置。","decline","Yes","其他","2498","通信網路業","2025-02-27",0.51,-28.44,10,-29.6,-30.58,-0.05,50.4,52.9,47.9,46.35,50.9,0.04799,0,"TW"
"1456","宏達國際電子","2025-03-03","2025-02-15","TWI863827B","2024-02-07","2024-11-21",72,"用於根據追蹤器狀態產生通透視圖的方法和主機","本發明的實施例提供一種用於根據追蹤器狀態產生通透視圖的方法和主機。所述方法包含：反應於判定追蹤器的追蹤器狀態滿足預定條件，基於預定深度圖或與主機的視野（FOV）相關聯的第一深度圖和與追蹤器相關聯的追蹤器資訊來產生目標深度圖；以及基於與主機的視野相關聯的影像、相機參數和目標深度圖來渲染通透視圖。","decline","Yes","顯示技術","2498","通信網路業","2025-02-27",0.51,-28.44,10,-29.6,-30.58,-0.05,50.4,52.9,47.9,46.35,50.9,0.04799,0,"TW"
"1457","宏達國際電子","2025-03-03","2025-02-15","TWI856419B","2022-11-11","2024-09-21",72,"視覺內容產生方法、主機以及電腦可讀儲存媒體","本發明的實施例提供一種視覺內容產生方法、主機以及電腦可讀儲存媒體。所述方法包含：取得由2D編輯器應用程式渲染的第一眼影像，其中第一眼影像顯示實境服務的虛擬環境取得2D編輯器應用程式的螢幕視圖影像，其中螢幕視圖影像顯示編輯虛擬環境的2D編輯器應用程式的編輯介面經由將螢幕視圖影像疊合到第一眼影像上而產生視覺內容，其中視覺內容包含分別對應於第一眼影像和螢幕視圖影像的第一內容區域和第二內容區域，且第一內容區域與第二內容區域同步。","decline","Yes","顯示技術","2498","通信網路業","2025-02-27",0.51,-28.44,10,-29.6,-30.58,-0.05,50.4,52.9,47.9,46.35,50.9,0.04799,0,"TW"
"1458","宏達國際電子","2025-03-03","2025-02-15","TWI822054B","2022-05-23","2023-11-11",89,"人機互動方法、人機互動系統及非暫態電腦可讀取儲存媒體","本揭示內容提供人機互動方法及系統。該人機互動方法包括：藉由一運動感測器，感測一手部動作以產生一動作訊號；藉由一相機模組，擷取該手部動作的複數張影像；藉由至少一處理器，根據基於一手部動作資訊所調整的該動作訊號產生複數個特徵值，其中該手部動作資訊係藉由分析該手部動作的該些影像產生的；以及藉由該至少一處理器，通過一手勢判斷模型根據該些特徵值所決定的一第一手勢控制一虛擬物件。","main","Yes","其他","2498","通信網路業","2025-02-27",0.51,-28.44,10,-29.6,-30.58,-0.05,50.4,52.9,47.9,46.35,50.9,0.04799,0,"TW"
