"","公司全名","專利號","申請日","獲證日","PR","標題","專利摘要","預測年份","主分支","台灣上市櫃","技術分類","股票代碼","產業別","資料時間","氣動值","月營收成長率","熱度值","營收成長率","毛利成長率","營益成長率","外資成本","投信成本","自營商成本","收盤價","加權後成本"
"221","南韓商樂金顯示科技","TWI814172B","2021-12-10","2023-09-01",94,"有機發光顯示設備","一種有機發光顯示設備，可包含被提供於各個子像素中的有機發光設備以及位於有機發光設備上的色彩偏移防止結構。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","南韓商海成帝愛斯","TWI781007B","2021-12-14","2022-10-11",94,"包括其中形成有槽的引線的引線框架","根據本公開的一個方面，提供一種引線框架，所述引線框架包括：多條引線，在所述多條引線中形成有引線槽；以及壩條，佈置在引線之間以對引線進行連接，其中佈置在引線之間的壩條的厚度具有至少兩個厚度值，且在壩條的最厚部分與和壩條的最厚部分鄰近的引線之間形成有壩條槽。","Y2024","main","No","半導體結構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","友達光電","TWI828390B","2022-10-26","2024-01-01",94,"感光裝置","一種感光裝置，包括基板及感光結構。基板的複數個畫素區沿著第一軸之方向排列。感光結構設於基板，感光結構的各光感件分別設於對應之各畫素區，各光感件分別具有光感層及第一電極，光感層設於基板，第一電極設於光感層。感光結構的光角控制層的第一遮光層設於光感件的上側。光角控制層的第二遮光層的基部位於第二遮光層的第三端，其側壁部自基部朝遠離光感件的一側延伸，而其頂部自側壁部沿第二軸方向延伸至第二遮光層的第四端，第二遮光層的基部連接至第一遮光層的第一端，第一遮光層的第二端與第二遮光層的第四端形成開口部。","Y2024","main","Yes","其他","2409","光電業","2024-07-26",0.73,9.86,1,16.19,140.39,55.64,18.2,17.4,18.6,18.05,17.9
"224","台灣積體電路製造","TWI767823B","2021-08-20","2022-06-11",94,"半導體裝置及半導體裝置製造方法","本揭露實施例呈現一種運用蓋以限制退火期間的熱膨脹之半導體裝置及製造方法。在一些實施例中，蓋被放置於且附接至密封劑上，且在一些實施例中，蓋被放置於且附接至第一半導體晶粒上方。如此，當施加熱且密封劑試圖膨脹時，蓋將作用以限制膨脹，減少可能會累積在密封劑內的壓力。","Y2024","main","Yes","半導體結構","2330","半導體","2024-07-26",0.41,32.9,10,16.52,9.77,7.69,432.2,477.4,895.8,924,543
"225","台灣積體電路製造","TWI773519B","2021-09-07","2022-08-01",94,"積體晶片及其形成方法","本公開的各種實施例關於一種積體晶片。所述積體晶片包括半導體基底。半導體層設置在半導體基底之上。絕緣結構隱埋在半導體基底與半導體層之間。絕緣結構具有第一區及第二區。絕緣結構在絕緣結構的第一區中具有第一厚度，且絕緣結構在絕緣結構的第二區中具有與第一厚度不同的第二厚度。","Y2024","main","Yes","半導體結構","2330","半導體","2024-07-26",0.41,32.9,10,16.52,9.77,7.69,432.2,477.4,895.8,924,543
"226","台灣積體電路製造","TWI800897B","2021-08-17","2023-05-01",94,"製造半導體元件之方法與系統","一種用於製造半導體元件的方法包含，接收一設計規則組，其包含與主動區域相關聯的一預定組的寬度和間距。該方法還包含，提供一單元庫，其包含具有個別主動區域的單元，其中該主動區域的寬度和間距選自該設計規則組的該預定組。該方法包含在一設計佈局中放置來自該單元庫的一第一單元和一第二單元。該第一單元在一第一方向上具有一單元高度，並且在該第一方向上具有一第一寬度的一第一主動區域。該第二單元具有該單元高度，以及在該第一方向上具有一第二寬度的一第二主動區域。該第二寬度不同於該第一寬度。該方法還包含根據該設計佈局製造一半導體元件。","Y2024","main","Yes","半導體結構","2330","半導體","2024-07-26",0.41,32.9,10,16.52,9.77,7.69,432.2,477.4,895.8,924,543
"227","台灣積體電路製造","TWI807435B","2021-09-30","2023-07-01",94,"積體晶片及其形成方法","本公開實施例涉及一種用於形成積體晶片的方法，包括：在基底內形成包括第一摻雜類型的多個影像感測元件；實行第一移除製程以在基底內形成多個深溝槽，多個深溝槽將所述多個影像感測元件彼此隔開；實行磊晶生長製程以在多個深溝槽內形成包括第一材料的隔離磊晶前軀物且在多個深溝槽內及隔離磊晶前軀物的多個側壁之間形成包括第二材料的光吸收層，第二材料不同於第一材料；對光吸收層及隔離磊晶前軀物實行摻質活化製程，以形成包括與第一摻雜類型相反的第二摻雜類型的摻雜隔離層；以及利用隔離填充結構來填充多個深溝槽的多個剩餘部分。","Y2024","main","Yes","半導體結構","2330","半導體","2024-07-26",0.41,32.9,10,16.52,9.77,7.69,432.2,477.4,895.8,924,543
"228","台灣積體電路製造","TWI820735B","2022-06-02","2023-11-01",94,"半導體裝置及其製造方法","一種製造半導體裝置的方法包括形成鰭，鰭具有磊晶部和從基板突出的基部。基部的多個側壁相對於磊晶部的多個側壁呈錐形。方法更包括在磊晶部的多個側壁上沉積聚合物材料，進行蝕刻製程以調整基部的多個側壁的輪廓，使得基部的多個側壁以位於基部的頂面下方的基部的最窄寬度橫向凹陷，從磊晶部的多個側壁移除聚合物材料，在基部的多個側壁上沉積隔離部件，以及形成接合磊晶部的閘極結構。","Y2024","main","Yes","半導體結構","2330","半導體","2024-07-26",0.41,32.9,10,16.52,9.77,7.69,432.2,477.4,895.8,924,543
"229","台灣積體電路製造","TWI825815B","2022-06-29","2023-12-11",94,"半導體裝置及其製造方法","一種半導體裝置包含源極區域、汲極區域、通道區域、一對空乏閘極、累積閘極及超導共振器。通道區域係在源極區域及汲極區域之間。此對空乏閘極係彼此分隔開。此對空乏閘極二者皆與通道區域重疊，並定義量子點量子位元區域在通道區域內且在此對空乏閘極之間。累積閘極係在此對空乏閘極之上，並跨越此對空乏閘極。超導共振器係橫向相鄰於量子點量子位元區域。","Y2024","main","Yes","半導體結構","2330","半導體","2024-07-26",0.41,32.9,10,16.52,9.77,7.69,432.2,477.4,895.8,924,543
"230","台灣積體電路製造","TWI825825B","2022-07-05","2023-12-11",94,"形成半導體裝置的方法","一種方法，包括形成從半導體基板突出的鰭片；在鰭片上方形成虛設閘極堆疊，其中形成虛設閘極堆疊包括在鰭片上方沉積非晶材料層；對非晶材料層進行退火製程，其中退火製程再結晶非晶材料層成多晶材料層，其中退火製程包括以小於1毫秒的時間加熱非晶材料層；以及圖案化多晶材料層；在鰭片中形成鄰接虛設閘極堆疊的磊晶源極/汲極區域；以及移除虛設閘極堆疊且用替代閘極堆疊取代虛設閘極堆疊。","Y2024","main","Yes","半導體結構","2330","半導體","2024-07-26",0.41,32.9,10,16.52,9.77,7.69,432.2,477.4,895.8,924,543
"231","台灣積體電路製造","TWI830178B","2022-03-21","2024-01-21",94,"具有深接合墊的封裝及其形成方法","一種封裝的形成方法包括在第一晶圓上形成第一介電層，以及形成貫穿第一介電層的第一接合墊。第一晶圓包括第一半導體基底，並且第一接合墊與第一半導體基板的第一表面接觸。該方法還包括在第二晶圓上形成第二介電層以及形成延伸到第二介電層中的第二接合墊。第二晶圓包括第二半導體基底。第一晶圓被鋸切成多個晶粒，第一接合墊在該些晶粒中的第一晶粒中。第一接合墊與第二接合墊接合。","Y2024","main","Yes","半導體結構","2330","半導體","2024-07-26",0.41,32.9,10,16.52,9.77,7.69,432.2,477.4,895.8,924,543
"232","台灣積體電路製造","TWI838073B","2023-01-10","2024-04-01",94,"積體電路封裝及其形成方法","提供積體電路封裝及其形成方法。在實施例中，一種裝置包括：第一積體電路晶粒；第二積體電路晶粒；間隙填充介電質，位於第一積體電路晶粒的第一側壁與第二積體電路晶粒的第二側壁之間；保護頂蓋，與間隙填充介電質、第一積體電路晶粒的第一側壁及第二積體電路晶粒的第二側壁交疊；以及隔離層，圍繞間隙填充介電質，隔離層設置於第一積體電路晶粒及第二積體電路晶粒上。","Y2024","main","Yes","半導體結構","2330","半導體","2024-07-26",0.41,32.9,10,16.52,9.77,7.69,432.2,477.4,895.8,924,543
"233","台灣積體電路製造","TWI838868B","2022-09-14","2024-04-11",94,"半導體結構及其製造方法","提供多種方法以及半導體結構。根據本揭露實施方式中的一種方法包含沉積頂部磊晶層在基材上方，由頂部磊晶層以及基材的部位形成鰭結構，凹陷鰭結構的源極/汲極區域以形成延伸進入並且終止在頂部磊晶層中的源極/汲極凹槽，保形地沉積半導體層在源極/汲極凹槽的多個表面上方，回蝕半導體層以形成擴散停止層在源極/汲極凹槽的底表面上方，沉積第一磊晶層在擴散停止層以及源極/汲極凹槽的多個側壁上方，沉積第二磊晶層在第一磊晶層上方以及沉積第三磊晶層在第二磊晶層上方。擴散停止層的鍺濃度大於頂部磊晶層的鍺濃度或者大於第一磊晶層的鍺濃度。","Y2024","main","Yes","半導體結構","2330","半導體","2024-07-26",0.41,32.9,10,16.52,9.77,7.69,432.2,477.4,895.8,924,543
"234","台灣積體電路製造","TWI839067B","2023-01-10","2024-04-11",94,"半導體結構及形成其的方法","提供一種半導體結構及形成其的方法。提供一種包括至少一個半導體晶粒及中介層的組裝件。提供一種包括基底接合墊的封裝基底。封裝基底包括面對組裝件的第一水平表面、位於第一水平表面的相對的側上的第二水平表面、以及在第一水平表面與第二水平表面之間延伸的開口。組裝件是藉由將第一焊料材料部分接合至基底接合墊中的相應一者及位於中介層上的第一中介層接合墊中的相應一者而貼合至封裝基底。","Y2024","main","Yes","半導體結構","2330","半導體","2024-07-26",0.41,32.9,10,16.52,9.77,7.69,432.2,477.4,895.8,924,543
"235","台灣積體電路製造","TWI841172B","2023-01-05","2024-05-01",94,"形成半導體裝置的方法","提供一種形成導電部件的改善方法及由所述方法形成的半導體裝置。提供用於形成具有不同表面輪廓的凸塊下冶金（UBM）結構的方法及由所述方法形成的半導體裝置。一種方法包括：在積體電路裝置上方形成第一介電層；在第一介電層之中形成第一導電部件；在第一導電部件上方選擇性地沉積聚合物層；相鄰聚合物層在第一介電層上方選擇性地沉積蝕刻停止層；去除聚合物層以形成第一開口；以及在第一開口之中形成第二導電部件，第二導電部件電性耦合至第一導電部件。","Y2024","main","Yes","半導體結構","2330","半導體","2024-07-26",0.41,32.9,10,16.52,9.77,7.69,432.2,477.4,895.8,924,543
"236","台灣積體電路製造","TWI844090B","2022-09-05","2024-06-01",94,"半導體裝置及其形成方法","一種半導體裝置之形成方法包括：在基底上交替堆疊第一半導體層及第二半導體層；將第一及第二半導體層圖案化為一鰭部結構；形成一介電層跨越鰭部結構；以及去除鰭部結構的第一半導體層，而在鰭部結構的第二半導體層之間形成間隙。上述方法更包括：沉積一第一金屬層以包圍第二半導體層，而在介電層的兩相對側壁之間形成空孔；凹陷第一金屬層；在凹陷的第一金屬層上形成一阻擋層，而覆蓋空孔；以及在阻擋層上沉積一第二金屬層。","Y2024","main","Yes","半導體結構","2330","半導體","2024-07-26",0.41,32.9,10,16.52,9.77,7.69,432.2,477.4,895.8,924,543
"237","國立臺灣大學","TWI825815B","2022-06-29","2023-12-11",94,"半導體裝置及其製造方法","一種半導體裝置包含源極區域、汲極區域、通道區域、一對空乏閘極、累積閘極及超導共振器。通道區域係在源極區域及汲極區域之間。此對空乏閘極係彼此分隔開。此對空乏閘極二者皆與通道區域重疊，並定義量子點量子位元區域在通道區域內且在此對空乏閘極之間。累積閘極係在此對空乏閘極之上，並跨越此對空乏閘極。超導共振器係橫向相鄰於量子點量子位元區域。","Y2024","main","No","半導體結構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","大陸商中國銀聯","TWI844091B","2022-09-05","2024-06-01",94,"特徵匹配規則構建、特徵匹配方法、裝置、設備及介質","本發明公開了一種特徵匹配規則構建、特徵匹配方法、裝置、設備及介質，用以提高特徵匹配效率。本發明針對每個子規則文字串中包含的任一第一要素，判斷該第一要素與當前特徵匹配規則樹中包含的任一要素均不相同時，才在當前特徵匹配規則樹中建立該第一要素對應的第一節點、及與該第一要素存在關聯的目標第一邏輯關係詞對應的第二節點，並連接該第一節點和該第二節點。由於本發明特徵匹配規則樹中不包含重複的節點（節點組），各個子規則文字串的規則標識資訊之間可以共用相同的節點（節點組）；在進行特徵匹配時，各個規則標識資訊之間可以共用相同的節點（節點組）對帳戶特徵資料的匹配資訊，從而可以避免重複計算（匹配），提高特徵匹配效率。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","大陸商長鑫存儲技術","TWI807895B","2022-06-30","2023-07-01",94,"半導體結構及半導體結構的製作方法","本公開提供了一種半導體結構及半導體結構的製作方法，涉及半導體技術領域，半導體結構包括互連線層，互連線層包括第一區域和第二區域，第一區域上包括第一對準標記；隔離結構設置在互連線層的第二區域上；再分佈層隨形覆蓋互連線層的第一區域和隔離結構，再分佈層包括第二對準標記，第二對準標記位於第一對準標記上方。在本公開的半導體結構中，部分再分佈層覆蓋第一對準標記形成第二對準標記，第一對準標記的形貌轉移到第二對準標記，第二對準標記相對第一對準標記的偏差較小，進行封裝過程中，可以通過探針對再分佈層的第二對準標記進行識別，便於對半導體結構進行量測和定位封裝，提高了半導體結構的定位精度。","Y2024","main","No","半導體結構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","大陸商長鑫集電(北京)存儲技術","TWI807895B","2022-06-30","2023-07-01",94,"半導體結構及半導體結構的製作方法","本公開提供了一種半導體結構及半導體結構的製作方法，涉及半導體技術領域，半導體結構包括互連線層，互連線層包括第一區域和第二區域，第一區域上包括第一對準標記；隔離結構設置在互連線層的第二區域上；再分佈層隨形覆蓋互連線層的第一區域和隔離結構，再分佈層包括第二對準標記，第二對準標記位於第一對準標記上方。在本公開的半導體結構中，部分再分佈層覆蓋第一對準標記形成第二對準標記，第一對準標記的形貌轉移到第二對準標記，第二對準標記相對第一對準標記的偏差較小，進行封裝過程中，可以通過探針對再分佈層的第二對準標記進行識別，便於對半導體結構進行量測和定位封裝，提高了半導體結構的定位精度。","Y2024","main","No","半導體結構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","大陸商鼎捷軟件","TWI839911B","2022-10-25","2024-04-21",94,"用於調用微服務的系統及方法","提供一種用於調用微服務的系統及方法。所述方法包括：由信任鏈元件模組產生安全權杖；以及在第一微服務模組運行業務邏輯之後，由第一微服務模組利用安全權杖來經由信任鏈元件模組調用第二微服務模組。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","宏碁","TWI832477B","2022-10-06","2024-02-11",94,"視訊會議的畫面分享方法與視訊會議系統","一種視訊會議的畫面分享方法與視訊會議系統。所述方法包括下列步驟。進行視訊會議，擷取第一電子裝置的第一視訊會議畫面。利用機器學習模型辨識第一視訊會議畫面的畫面內容。透過比對第一視訊會議畫面的畫面內容與分享畫面的畫面內容，判斷第一視訊會議畫面是否匹配分享畫面，其中分享畫面由第二電子裝置產生。基於第一視訊會議畫面與分享畫面的匹配結果，由第二電子裝置提供對應的畫面分享狀態通知。","Y2024","main","Yes","其他","2353","電腦及週邊","2024-07-26",0.73,7.12,1,12.15,15.53,227.42,45.9,38.5,48,45.5,43.4
"243","宏碁","TWI832596B","2022-12-05","2024-02-11",94,"動態調整觸控板靈敏度的方法及電子裝置","本發明實施例提供一種動態調整觸控板靈敏度的方法及電子裝置。所述方法包括：偵測電子裝置的系統資訊；判定游標所停留的目前使用視窗，取得對於目前使用視窗的目前使用行為，並據以判定第一觸控靈敏度調整係數；取得目前使用視窗的視窗特性及目前使用視窗中各視窗物件的統計特性，並基於系統資訊、目前使用視窗的視窗特性及各視窗物件的統計特性判定第二觸控靈敏度調整係數；基於第一及第二觸控靈敏度調整係數判定特定觸控靈敏度調整係數；以及基於特定觸控靈敏度調整係數將觸控板的當下觸控靈敏度調整為特定觸控靈敏度。","Y2024","main","Yes","其他","2353","電腦及週邊","2024-07-26",0.73,7.12,1,12.15,15.53,227.42,45.9,38.5,48,45.5,43.4
"244","宏碁","TWI832644B","2022-12-29","2024-02-11",94,"類搖桿裝置","本發明提供一種類搖桿裝置，包括筆槽、支點以及接收電極。筆槽用以容置主動式觸控筆的一部分或全部。當主動式觸控筆插入筆槽時，支點用以支持主動式觸控筆的第一部，而接收電極用以接收主動式觸控筆的第二部所發射的無線訊號。基於接收電極對所述無線訊號的偵測結果，類搖桿裝置可以判定主動式觸控筆的第二部與接收電極之間的距離，進而判定使用者的操作手勢。因此，類搖桿裝置可以基於使用者的操作手勢去進行各種應用，例如移動鼠標。","Y2024","main","Yes","無線資料傳輸","2353","電腦及週邊","2024-07-26",0.73,7.12,1,12.15,15.53,227.42,45.9,38.5,48,45.5,43.4
"245","廣達電腦","TWI799179B","2022-03-10","2023-04-11",94,"運算系統及網路裝置管理方法","一種運算系統，包括處理單元及網路裝置。處理單元包括第一基板管理控制器(BMC)、外部網路介面，耦接至第一BMC、以及第一內部網路介面，耦接至第一BMC。網路裝置包括第二BMC、以及第二內部網路介面，耦接至第二BMC。網路裝置的第二內部網路介面連接至處理單元的第一內部網路介面。第一BMC被配置為透過(i)外部網路介面、(ii)第一內部網路介面、以及(iii)第二內部網路介面，在外部網路及第二BMC之間傳輸資料。","Y2024","main","Yes","其他","2382","電腦及週邊","2024-07-26",0.45,23.44,2,-2.72,24.96,48.86,261.6,186.7,294.1,275,238.2
"246","新唐科技","TWI843431B","2023-02-07","2024-05-21",94,"靜電放電保護元件","一種靜電放電保護元件。所述靜電放電保護元件包括P型基底、N型井區、絕緣層、第一N型摻雜區、第一P型摻雜區、第二P型摻雜區、第三P型摻雜區以及第一導電層。所述N型井區設置在所述P型基底中。所述絕緣層設置在所述N型井區中。所述第一N型摻雜區設置在所述絕緣層的一側的所述N型井區中，且延伸至所述絕緣層下方。所述第一P型摻雜區設置在所述絕緣層的另一側的所述N型井區中，且延伸至所述絕緣層下方。所述第二P型摻雜區設置在所述第一N型摻雜區中。所述第三P型摻雜區設置在所述第一P型摻雜區中。所述第一導電層整體地設置在所述絕緣層上，且位在所述第一N型摻雜區與所述第一P型摻雜區中的一個的上方。","Y2024","main","Yes","功率元件","4919","半導體","2024-07-26",0.5,-18.01,3,-5.44,-2.13,23.74,125.1,129,123.1,115.5,126.3
"247","日商斯庫林集團","TWI803964B","2021-09-06","2023-06-01",94,"位置判定裝置、基板搬送裝置、位置判定方法及基板搬送方法","本發明之基板搬送裝置具備保持基板之機械手、使機械手於水平面內分別移動之支持構件、旋轉構件及移動構件。此外，基板搬送裝置具備：檢測器，其具有檢測區域；及搬送控制部，其於搬送基板時控制支持構件之移動、旋轉構件之旋轉及移動構件之移動。搬送控制部以由機械手保持之基板之外周端部中之複數個部分依序位於檢測器之檢測區域之方式，進行上述各部之控制。基於檢測器之輸出信號，分別算出複數個部分於機械手中之位置。基於算出之複數個部分之位置，判定基板於機械手中之位置。","Y2024","main","No","半導體結構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","日商日本發條","TWI788236B","2022-03-07","2022-12-21",94,"載置盤及載置構造","本發明提供一種能夠提高外周側與內周側之間的溫差之載置盤及載置構造。本發明的載置盤，其具備：本體部，其係形成有用於使進行熱交換的介質流通之流路，並載置工件；本體部係使用金屬材料來形成，並具有設置於該本體部的外緣側之加熱器；在驅動加熱器並使介質流通於流路的狀態下，該本體部的工件載置面的外緣側與內部側之溫差為20℃以上。","Y2024","main","No","散熱管理技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","日商日本碍子","TWI811075B","2022-08-24","2023-08-01",94,"晶圓載置台","本發明之晶圓載置台10，具備陶瓷基材20、冷卻基材30、以及金屬接合層40。陶瓷基材20，在頂面具有能夠載置晶圓的晶圓載置面22a，並內建晶圓吸附用電極26。冷卻基材30，具有冷媒流道32。金屬接合層40，將陶瓷基材20和冷卻基材30接合。冷媒流道32當中，在俯視觀察下和晶圓載置面22a重疊的區域的最上游部32U和最下游部32L的冷媒流道32之剖面積，係最下游部32L比最上游部32U小。","Y2024","main","No","半導體結構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","日商樂天集團","TWI810048B","2022-08-31","2023-07-21",94,"欺詐檢測系統、欺詐檢測方法及程式產品","欺詐檢測系統(S)之引擎取得機構(201)基於用以於第1服務中檢測欺詐之第1欺詐檢測引擎，取得用以於第2服務中檢測欺詐之第2欺詐檢測引擎。欺詐資訊取得機構(202)取得與第2服務中實際發生之欺詐相關之欺詐資訊。判定機構(203)基於欺詐資訊，判定是否可以第2欺詐檢測引擎檢測第2服務中之欺詐。應用機構(204)於判定為可以第2欺詐檢測引擎檢測第2服務中之欺詐之情形時，於第2服務應用第2欺詐檢測引擎。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","日商鎧俠","TWI830152B","2022-02-21","2024-01-21",94,"半導體記憶裝置","實施方式之半導體記憶裝置具備：積層體，其具有複數個導電層與複數個絕緣層以1層為單位交替地積層而成之積層構造，包含於與複數個導電層之積層方向交叉之第1方向上排列之記憶體區域及虛設區域，虛設區域包含第1階梯部，該第1階梯部係於第1方向上與記憶體區域為相反側之端部由複數個導電層之至少上層側之一部分加工成階梯狀而終止；以及第1及第2板狀部，其等在與積層方向及第1方向交叉之第2方向上離開之記憶體區域內之位置，於積層體內沿積層方向及第1方向延伸，且於虛設區域內相互直接或間接地連接而終止，分別將除了虛設區域之端部之至少一部分以外之積層體於第2方向上分割。","Y2024","main","No","記憶體架構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","日商鎧俠","TWI831138B","2022-02-25","2024-02-01",94,"半導體裝置","根據實施方式，提供一種具有支持體、複數個第1晶片、第1密封部、第2晶片、複數個第1端子及第2端子之半導體裝置。複數個第1晶片積層於支持體上。第1密封部將複數個第1晶片密封。第1密封部於與支持體為相反側之表面具有凹部。凹部包含與複數個第1晶片分離之底面。第2晶片配置於凹部。複數個第1端子對應於複數個第1晶片。複數個第1端子各自從第1晶片之與支持體為相反側之面沿著積層方向延伸並貫通第1密封部。第2端子配置於第2晶片之與支持體為相反側之面。","Y2024","main","No","半導體結構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","日揚科技","TWI810772B","2021-12-30","2023-08-01",94,"一種快速退火設備","一種快速退火設備，其可適用於碳化矽晶圓之回火處理。此快速退火設備係包含變頻微波功率源系統、共振腔加熱系統及測控系統。變頻微波功率源系統使用固態功率放大器並具有在熱處理過程中快速頻率掃描的靈活性，以補償由待退火材料因溫度變化引起的負載效應所造成的共振頻率改變。為提高能量使用效率及提供足夠的微波能量均勻區域，採用TM010的共振腔結構，可對4吋至8吋碳化矽晶圓進行退火處理。測控系統結合軟硬體組成具有即時反饋的自動化系統，為整個設備提供了進一步的靈活性、穩定性和可靠性。","Y2024","branch","Yes","其他","6208","電子零組件","2024-07-26",0.78,-8.59,3,-7.54,-8.48,-16.68,57,NA,60.7,49.65,58.8
"254","旺宏電子","TWI798088B","2022-05-17","2023-04-01",94,"積體電路結構及其形成方法","積體電路結構包括基材、導電層、多個記憶體元件、接合墊以及源極線。導電層位於基材上方。多個記憶體元件於一垂直方向上堆疊於導電層上方。接合墊位於導電層上方。源極線自接合墊向上延伸且具有一下部位以及一上部位。下部位嵌入於接合墊，上部位具有一側壁，相連於接合墊的一側壁。源極線的頂端具有一第一橫向尺寸，該第一橫向尺寸大於接合墊的一第二橫向尺寸。","Y2024","main","Yes","記憶體架構","2337","半導體","2024-07-26",0.66,1.77,4,-18.91,-36.03,-196.47,27.3,28.8,27.3,25.7,27.9
"255","明遠精密科技","TWI810772B","2021-12-30","2023-08-01",94,"一種快速退火設備","一種快速退火設備，其可適用於碳化矽晶圓之回火處理。此快速退火設備係包含變頻微波功率源系統、共振腔加熱系統及測控系統。變頻微波功率源系統使用固態功率放大器並具有在熱處理過程中快速頻率掃描的靈活性，以補償由待退火材料因溫度變化引起的負載效應所造成的共振頻率改變。為提高能量使用效率及提供足夠的微波能量均勻區域，採用TM010的共振腔結構，可對4吋至8吋碳化矽晶圓進行退火處理。測控系統結合軟硬體組成具有即時反饋的自動化系統，為整個設備提供了進一步的靈活性、穩定性和可靠性。","Y2024","branch","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","東捷科技","TWI820957B","2022-10-07","2023-11-01",94,"顯示器的修補方法","本發明的顯示器的修補方法包括以下步驟：首先，點亮一顯示裝置，以使顯示裝置的多個發光位置發亮。接著，在顯示裝置的發光位置中找出多個缺陷位置。然後，提供一轉移裝置，轉移裝置的轉移面附接有多個微型發光元件。多個微型發光元件的位置與多個發光位置相對應。接著，規劃一修補程序。修補程序包括在轉移面對應的範圍以多個微型發光元件的位置選擇單次能修補最多該缺陷位置為主，然後，在轉移面對應的範圍以剩餘的多個微型發光元件規劃剩餘的多個缺陷位置。最後，依據修補程序移動轉移裝置，以將多個微型發光元件焊接至多個缺陷位置。","Y2024","branch","Yes","其他","8064","光電業","2024-07-26",0.34,39.42,7,-30.29,-27.92,-184.19,58.9,NA,56,58.2,57.5
"257","梭特科技","TWI824470B","2022-04-01","2023-12-01",94,"液體中固晶方法","一種液體中固晶方法，包括下列步驟：將一液體分布在一基板上；以及一晶粒在液體中固定在基板上。藉此，本發明能夠在液體所提供的無氣泡的環境中，將晶粒固定在基板上，避免晶粒與基板共同包住氣泡而形成空洞。","Y2024","main","No","半導體結構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","欣興電子","TWI824303B","2021-09-23","2023-12-01",94,"電路板線路結構改良方法及電路板線路改良結構","本發明提供一種電路板線路結構改良方法，包含下列步驟。提供多層電路板，包含內層線路及表面線路。形成開口以暴露部分內層線路。形成第一導電線路於開口中、內層線路及表面線路之表面上。形成第一線路層於開口中。移除多層電路板表面上的第一線路層、第一導電線路及表面線路，以及移除開口中的部分第一線路層。形成黏著層於開口中及多層電路板表面上。形成第二導電線路於黏著層上及開口中第一線路層的表面上。形成一光阻層於多層電路板表面的第二導電線路上。形成第二線路層於開口中及多層電路板表面上，以提升第二線路層的均勻性。移除光阻層及部分第二導電線路。","Y2024","main","Yes","半導體結構","3037","電子零組件","2024-07-26",0.51,7.3,6,-0.62,-21.42,-45.67,179.9,187.2,196.9,191,186.3
"259","瑞昱半導體","TWI792500B","2021-08-17","2023-02-11",94,"處理程式語言函數的裝置及方法","一種處理裝置，用於一匯流排中，用來執行一中央處理單元的一程式語言函數，包含有一接收電路，用來從該中央處理單元接收一聯合指令，以協助該中央處理單元執行該程式語言函數，其中該聯合指令包含有一擴展讀取指令及一擴展寫入指令；一傳送電路，用來傳送該擴展讀取指令到一從屬裝置，以透過該接收電路從該從屬裝置接收回應該擴展讀取指令的一第一回應訊息，其中該第一回應訊息包含有該從屬裝置從一記憶體區塊中讀取的至少一資料；以及一寫入電路，用來根據該擴展寫入指令，將該至少一資料寫入該程式語言函數對應的一目的地址中。","Y2024","main","Yes","其他","2379","半導體","2024-07-26",0.53,13.48,6,30.56,53.85,93.92,491.9,452.1,544.4,520,486.5
"260","立錡科技","TWI791382B","2022-01-28","2023-02-01",94,"散熱結構以及高熱傳元件","本發明提出一種散熱結構，包含：一導線架，包含一高溫部以及一低溫部，高溫部與低溫部為導線架中不相連的兩部分，其中高溫部上設置一高發熱元件；以及一高熱傳元件，具有兩側端，分別直接連接於高溫部與低溫部，用以將高發熱元件中的熱能分散至低溫部。","Y2024","main","No","散熱管理技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
