資料截止日,演化階段,AI分類,申請人,公開公告號,申請日,標題,PR,股票代碼,收盤日,氣動值,單月營收成長,熱度值,季營收年增率%,季毛利年增率%,季營益年增率%,收盤價,法人平均成本,
2026-01-15,main,記憶體與儲存裝置,信驊科技,TWI790971B,2022-05-23,積體電路及其操作方法與檢查方法,23,5274,2026-02-04,0.14,18.37,10,17.3,26.39,29.43,9640,6475,
2026-01-15,decline,自動控制與機器人,宏達國際電子,TWI822054B,2022-05-23,人機互動方法、人機互動系統及非暫態電腦可讀取儲存媒體,91,2498,2026-02-04,2.91,-26.22,10,-7.43,-20.17,24.5,45.8,47,
2026-01-15,decline,記憶體與儲存裝置,旺宏電子,TWI822051B,2022-05-23,三維記憶體裝置,18,2337,2026-02-04,0.2,44.94,9,5.93,-50.44,-219.76,89.7,72,
2026-01-15,decline,記憶體與儲存裝置,旺宏電子,TW202347338A,2022-05-23,三維記憶體裝置,,2337,2026-02-04,0.2,44.94,9,5.93,-50.44,-219.76,89.7,72,
2026-01-15,decline,觸控面板,聯詠科技,TWI822052B,2022-05-23,面板裝置,59,3034,2026-02-04,0.57,-14.16,5,-11.82,-19.46,-38.2,367.5,435.6,
2026-01-15,decline,平面顯示器,聯詠科技,TW202347308A,2022-05-23,面板裝置,,3034,2026-02-04,0.57,-14.16,5,-11.82,-19.46,-38.2,367.5,435.6,
2026-01-15,decline,平面顯示器,聯詠科技,TWI861947B,2022-05-23,面板裝置,99,3034,2026-02-04,0.57,-14.16,5,-11.82,-19.46,-38.2,367.5,435.6,
2026-01-15,decline,平面顯示器,聯詠科技,TW202347305A,2022-05-23,面板裝置,,3034,2026-02-04,0.57,-14.16,5,-11.82,-19.46,-38.2,367.5,435.6,
2026-01-15,decline,平面顯示器,華碩電腦,TWI812236B,2022-05-20,電子裝置與其螢幕更新率調整方法,59,2357,2026-02-04,1.14,43.63,1,20.25,-3.93,-15.73,502,548.2,
2026-01-15,decline,平面顯示器,華碩電腦,TW202347310A,2022-05-20,電子裝置與其螢幕更新率調整方法,,2357,2026-02-04,1.14,43.63,1,20.25,-3.93,-15.73,502,548.2,
2026-01-15,main,半導體設備,日商HOYA,TW202246882A,2022-05-18,遮罩基底、反射型遮罩及半導體元件之製造方法,,,,,,,,,,,,
2026-01-15,decline,光學元件與光通訊,明基電通,TWI829162B,2022-05-18,影音串流傳輸系統以及傳輸端裝置,14,,,,,,,,,,,
2026-01-15,decline,記憶體與儲存裝置,日商鎧俠,TW202322111A,2022-05-17,半導體記憶裝置,,,,,,,,,,,,
2026-01-15,decline,記憶體與儲存裝置,日商鎧俠,TWI814385B,2022-05-17,半導體記憶裝置,86,,,,,,,,,,,
2026-01-15,decline,平面顯示器,群創光電,TW202309857A,2022-05-16,顯示面板以及電子裝置,,3481,2026-02-04,1.2,19.22,2,4.23,-8.84,-23.3,23,21.5,
2026-01-15,decline,平面顯示器,群創光電,TWI844020B,2022-05-16,顯示面板以及電子裝置,42,3481,2026-02-04,1.2,19.22,2,4.23,-8.84,-23.3,23,21.5,
2026-01-15,decline,記憶體與儲存裝置,美商超捷公司,TW202301358A,2022-05-13,在Ｐ型基板中之深層Ｎ型井內的Ｐ型井中形成之非揮發性記憶體單元陣列,,,,,,,,,,,,
2026-01-15,decline,記憶體與儲存裝置,美商超捷公司,TWI814377B,2022-05-13,在Ｐ型基板中之深層Ｎ型井內的Ｐ型井中形成之非揮發性記憶體單元陣列,92,,,,,,,,,,,
2026-01-15,decline,觸控面板,仟融科技,TWI816397B,2022-05-12,膚紋控制系統、膚紋控制方法、膚紋取樣裝置及電腦可讀媒體,94,,,,,,,,,,,
2026-01-15,decline,記憶體與儲存裝置,美商超捷公司,TW202331712A,2022-05-12,藉由對記憶體單元進行分組及篩選來減少非揮發性記憶體中的隨機電報雜訊的方法,,,,,,,,,,,,
2026-01-15,decline,記憶體與儲存裝置,美商超捷公司,TWI834164B,2022-05-12,藉由對記憶體單元進行分組及篩選來減少非揮發性記憶體中的隨機電報雜訊的方法,51,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,聯華電子,TWI894466B,2022-05-12,半導體結構及其製造方法,15,2303,2026-02-04,0.77,1.66,7,-2.25,-13.73,-21.15,61.8,52.3,
2026-01-15,decline,半導體結構與製程,南亞科技,TWI809866B,2022-05-11,具有位元線保護襯墊之半導體元件的製備方法,49,2408,2026-02-04,0.19,444.87,10,130.91,1213.94,144.67,295,218.2,
2026-01-15,decline,半導體結構與製程,南亞科技,TW202334960A,2022-05-11,具有位元線保護襯墊之半導體元件的製備方法,,2408,2026-02-04,0.19,444.87,10,130.91,1213.94,144.67,295,218.2,
2026-01-15,decline,記憶體與儲存裝置,南韓商愛思開海力士,TW202307852A,2022-05-11,半導體記憶體裝置及其操作方法,,,,,,,,,,,,
2026-01-15,main,光學元件與光通訊,大陸商上海傳芯半導體,TW202244600A,2022-05-11,移相光刻版及其製作方法,,,,,,,,,,,,
2026-01-15,main,光學投影,大陸商上海傳芯半導體,TWI825715B,2022-05-11,移相光刻版及其製作方法,21,,,,,,,,,,,
2026-01-15,decline,先進材料與奈米科技,美商特憶智能科技公司,TWI824516B,2022-05-11,具備多成分電極和非連續界面層的電阻式隨機存取儲存器件,53,,,,,,,,,,,
2026-01-15,decline,電子產品檢測,速博思,TW202345106A,2022-05-11,無線指紋偵測系統,,,,,,,,,,,,
2026-01-15,decline,電子產品檢測,速博思,TW202345107A,2022-05-11,無線指紋偵測方法,,,,,,,,,,,,
2026-01-15,decline,電子產品檢測,速博思,TWI805362B,2022-05-11,無線指紋偵測系統,32,,,,,,,,,,,
2026-01-15,decline,記憶體與儲存裝置,新加坡商新加坡優尼山帝斯電子私人,TW202303606A,2022-05-10,使用半導體元件的記憶裝置,,,,,,,,,,,,
2026-01-15,main,電腦視覺與影像處理,日商樂天集團,TWI847135B,2022-05-10,影像匹配系統,24,,,,,,,,,,,
2026-01-15,decline,光學投影,連力,TW202345574A,2022-05-10,載具的環景監控系統,,,,,,,,,,,,
2026-01-15,decline,語音辨識與自動生成,圓展科技,TW202345589A,2022-05-09,影音系統及其控制方法,,3669,2026-02-04,1.22,53.51,3,-12.39,-12.91,-52.97,37.1,39,
2026-01-15,decline,語音辨識與自動生成,圓展科技,TWI796217B,2022-05-09,影音系統及其控制方法,13,3669,2026-02-04,1.22,53.51,3,-12.39,-12.91,-52.97,37.1,39,
2026-01-15,decline,記憶體與儲存裝置,力晶積成電子製造,TW202345154A,2022-05-06,改善NOR型快閃記憶體耐受力的方法,,6770,2026-02-04,0.19,21.92,9,1.63,-58.12,0.3,65.6,53.4,
2026-01-15,decline,記憶體與儲存裝置,力晶積成電子製造,TWI790165B,2022-05-06,改善NOR型快閃記憶體耐受力的方法,92,6770,2026-02-04,0.19,21.92,9,1.63,-58.12,0.3,65.6,53.4,
2026-01-15,decline,邊緣運算,美商優尼克凡,TW202310634A,2022-05-05,涉及邊緣和伺服器系統晶片的人工智慧和雲端技術的系統及方法,,,,,,,,,,,,
2026-01-15,decline,光學元件與光通訊,聯詠科技,TW202312119A,2022-05-05,時序控制電路及時序控制方法,,3034,2026-02-04,0.57,-14.16,5,-11.82,-19.46,-38.2,367.5,435.6,
2026-01-15,decline,光學元件與光通訊,聯詠科技,TWI817484B,2022-05-05,時序控制電路及時序控制方法,40,3034,2026-02-04,0.57,-14.16,5,-11.82,-19.46,-38.2,367.5,435.6,
2026-01-15,decline,觸控面板,大陸商合肥維信諾科技,TWI819589B,2022-05-03,指紋識別電路、顯示面板及其控制方法,77,,,,,,,,,,,
2026-01-15,decline,平面顯示器,友達光電,TW202343410A,2022-04-29,顯示裝置及其控制方法,,2409,2026-02-04,1.19,2.42,1,-10.08,-20.87,-482.9,15.15,14.2,
2026-01-15,decline,平面顯示器,友達光電,TWI814367B,2022-04-29,顯示裝置及其控制方法,20,2409,2026-02-04,1.19,2.42,1,-10.08,-20.87,-482.9,15.15,14.2,
2026-01-15,main,電腦視覺與影像處理,大陸商奧圖碼數碼科技(上海),TW202336692A,2022-04-29,教學影像評價系統以及教學影像評價方法,,,,,,,,,,,,
2026-01-15,main,半導體設備,荷蘭商ASML荷蘭公司 | 德商卡爾蔡司SMT,TW202303295A,2022-04-29,定位系統、微影裝置、驅動力衰減方法、及器件製造方法,,,,,,,,,,,,
2026-01-15,main,半導體設備,荷蘭商ASML荷蘭公司 | 德商卡爾蔡司SMT,TWI829151B,2022-04-29,定位系統、微影裝置、驅動力衰減方法、及器件製造方法,43,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,南韓商SK恩普士,TW202307558A,2022-04-28,光掩膜坯、光掩膜及半導體器件的製造方法,,,,,,,,,,,,
2026-01-15,decline,量子電腦與運算,美商萬國商業機器公司,TW202316329A,2022-04-28,用於實施量子碼之經校正解碼器,,,,,,,,,,,,
2026-01-15,decline,量子電腦與運算,美商萬國商業機器公司,TWI804292B,2022-04-28,用於校準一量子解碼器之電子系統、電腦實施方法及電腦程式產品,45,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,南亞科技,TWI817469B,2022-04-27,具有能量可移除間隙子之半導體元件結構的製備方法,95,2408,2026-02-04,0.19,444.87,10,130.91,1213.94,144.67,295,218.2,
2026-01-15,main,半導體結構與製程,南亞科技,TW202332988A,2022-04-27,具有能量可移除間隙子之半導體元件結構的製備方法,,2408,2026-02-04,0.19,444.87,10,130.91,1213.94,144.67,295,218.2,
2026-01-15,main,半導體結構與製程,華邦電子,TW202343168A,2022-04-27,半導體製造裝置及其半導體製造方法,,2344,2026-02-04,0.27,53.33,9,2.15,62.74,1259.78,108.5,86.2,
2026-01-15,main,半導體結構與製程,華邦電子,TWI827023B,2022-04-27,半導體製造裝置及其半導體製造方法,94,2344,2026-02-04,0.27,53.33,9,2.15,62.74,1259.78,108.5,86.2,
2026-01-15,decline,半導體結構與製程,南韓商三星電子,TW202301352A,2022-04-26,包括具有不同特性的裝置的積體電路,,,,,,,,,,,,
2026-01-15,main,先進材料與奈米科技,SHIN-ETSU CHEMICAL CO. LTD.,TW202248743A,2022-04-25,反射型空白遮罩及反射型遮罩之製造方法,,,,,,,,,,,,
2026-01-15,decline,半導體結構與製程,力旺電子,TW202307858A,2022-04-25,熔絲型一次編程記憶胞,,3529,2026-02-04,0.14,-36.94,10,5.89,5.89,8.6,1715,2016.9,
2026-01-15,main,半導體設備,日商尼康,TW202303302A,2022-04-25,解析系統、曝光裝置、元件製造方法、顯示器製造方法及解析方法,,,,,,,,,,,,
2026-01-15,main,先進材料與奈米科技,美商恩特葛瑞斯,TW202303280A,2022-04-22,用於低曝光劑量EUV輻射之高量子效率乾式抗蝕劑,,,,,,,,,,,,
2026-01-15,main,先進材料與奈米科技,美商恩特葛瑞斯,TWI847128B,2022-04-22,用於低曝光劑量EUV輻射之高量子效率乾式抗蝕劑,19,,,,,,,,,,,
2026-01-15,main,先進材料與奈米科技,美商慧盛材料美國責任,TW202244640A,2022-04-22,用於從一基材移除一光阻劑的組合物及其用途,,,,,,,,,,,,
2026-01-15,main,先進材料與奈米科技,美商慧盛材料美國責任,TWI798068B,2022-04-22,用於從一基材移除一光阻劑的組合物及其用途,36,,,,,,,,,,,
2026-01-15,decline,AI晶片與硬體加速器,財團法人資訊工業策進會,TW202343308A,2022-04-22,神經網路架構搜尋裝置及方法,,,,,,,,,,,,
2026-01-15,decline,電機機械,台灣積體電路製造,TWI820681B,2022-04-21,一種電路及其感測電流的調整方法,59,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,decline,記憶體與儲存裝置,台灣積體電路製造,TW202305796A,2022-04-21,一種電路及其感測電流的調整方法,,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,decline,電機機械,美商萬國商業機器公司,TW202301204A,2022-04-21,查詢模型相依資訊之指令,,,,,,,,,,,,
2026-01-15,decline,電源管理,美商萬國商業機器公司,TWI804285B,2022-04-21,查詢模型相依資訊之指令,79,,,,,,,,,,,
2026-01-15,main,光學投影,圓剛科技,TW202343372A,2022-04-20,具有影像擷取功能的擴充裝置及方法,,2417,2026-02-04,0.62,42.79,4,-4.95,-4.94,238.02,39.7,39.9,
2026-01-15,main,半導體結構與製程,日商美蓓亞功率半導體,TWI878669B,2022-04-20,半導體裝置、使用其之電力轉換裝置、及半導體裝置之製造方法,75,,,,,,,,,,,
2026-01-15,decline,量子電腦與運算,美商萬國商業機器公司,TW202301200A,2022-04-20,用於遞歸神經網路中使用之串連輸入／輸出張量,,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,凌通科技,TWI813259B,2022-04-19,在非揮發性隨機存取記憶體上做演算法綁定的方法與使用其之演算法電路,82,4952,2026-02-04,0.5,3.7,5,-27.11,-40.9,-94.97,40.3,41.5,
2026-01-15,main,記憶體與儲存裝置,凌通科技,TW202343457A,2022-04-19,在非揮發性隨機存取記憶體上做演算法綁定的方法與使用其之演算法電路,,4952,2026-02-04,0.5,3.7,5,-27.11,-40.9,-94.97,40.3,41.5,
2026-01-15,main,半導體結構與製程,友達光電,TWI874761B,2022-04-19,半導體裝置及其製造方法,80,2409,2026-02-04,1.19,2.42,1,-10.08,-20.87,-482.9,15.15,14.2,
2026-01-15,main,半導體結構與製程,立錡科技,TWI889976B,2022-04-19,高壓互補式金屬氧化物半導體元件及其製造方法,67,,,,,,,,,,,
2026-01-15,decline,量子電腦與運算,美商萬國商業機器公司,TW202303457A,2022-04-19,重新格式化張量以提供子張量,,,,,,,,,,,,
2026-01-15,decline,量子電腦與運算,美商萬國商業機器公司,TWI813258B,2022-04-19,重新格式化張量以提供子張量,39,,,,,,,,,,,
2026-01-15,main,先進材料與奈米科技,台灣積體電路製造,TW202334745A,2022-04-18,光阻之製造方法,,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,decline,半導體結構與製程,台灣積體電路製造,TWI810899B,2022-04-18,熔絲結構,82,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,decline,半導體結構與製程,台灣積體電路製造,TW202314725A,2022-04-18,熔絲結構,,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,先進材料與奈米科技,台灣積體電路製造,TWI833204B,2022-04-18,光阻之製造方法,54,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,電子產品檢測,日商佳能,TW202244602A,2022-04-18,標記檢測設備、標記學習設備、基板處理設備、標記檢測方法及物品的製造方法,,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,旺宏電子,TWI790160B,2022-04-18,記憶體裝置及其操作方法,30,2337,2026-02-04,0.2,44.94,9,5.93,-50.44,-219.76,89.7,72,
2026-01-15,main,記憶體與儲存裝置,旺宏電子,TW202331708A,2022-04-18,記憶體裝置及其操作方法,,2337,2026-02-04,0.2,44.94,9,5.93,-50.44,-219.76,89.7,72,
2026-01-15,decline,電源管理,致伸科技,TW202344065A,2022-04-15,一種影音串流裝置與控制影音串流信號輸出之方法,,4915,2026-02-04,0.83,21.83,1,-0.81,-1.21,-6.8,77.5,77.1,
2026-01-15,decline,光學元件與光通訊,致伸科技,TWM633299U,2022-04-15,一種影音串流裝置,,4915,2026-02-04,0.83,21.83,1,-0.81,-1.21,-6.8,77.5,77.1,
2026-01-15,main,先進材料與奈米科技,荷蘭商ASM IP私人控股,TW202307575A,2022-04-15,光阻底層上形成黏附層之方法及含有黏附層之結構,,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TWI888720B,2022-04-14,半導體裝置及其製造方法,56,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,半導體設備,日商佳能,TW202242570A,2022-04-14,處理系統、處理方法、測量裝置、基板處理裝置及物品製造方法,,,,,,,,,,,,
2026-01-15,decline,記憶體與儲存裝置,美商美光科技公司,TW202249011A,2022-04-13,用於記憶體裝置之解碼架構,,,,,,,,,,,,
2026-01-15,decline,記憶體與儲存裝置,美商美光科技公司,TWI805319B,2022-04-13,用於記憶體裝置之解碼架構,52,,,,,,,,,,,
2026-01-15,main,半導體設備,荷蘭商ASML荷蘭公司,TW202307579A,2022-04-13,溫度調節系統、微影設備及物件之溫度調節方法,,,,,,,,,,,,
2026-01-15,main,半導體設備,日商尼康,TW202246914A,2022-04-12,解析方法、解析裝置、測量方法、測量裝置、曝光方法、及曝光裝置,,,,,,,,,,,,
2026-01-15,main,電腦視覺與影像處理,鴻海精密工業,TW202341068A,2022-04-12,影像比對方法、裝置、電子設備及電腦可讀存儲介質,,2317,2026-02-04,0.84,31.77,1,11.02,13.97,28.78,219,182.7,
2026-01-15,main,電腦視覺與影像處理,鴻海精密工業,TWI792978B,2022-04-12,影像比對方法、裝置、電子設備及電腦可讀存儲介質,31,2317,2026-02-04,0.84,31.77,1,11.02,13.97,28.78,219,182.7,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TWI891998B,2022-04-11,半導體裝置及其形成方法,94,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,半導體結構與製程,南韓商三星電子,TW202301346A,2022-04-08,半導體裝置以及半導體裝置的信號處理方法,,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,新加坡商聯發科技(新加坡)私人,TW202240583A,2022-04-08,存內計算裝置及用於執行MAC操作之方法,,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,新加坡商聯發科技(新加坡)私人,TWI815392B,2022-04-08,存內計算裝置及用於執行MAC操作之方法,46,,,,,,,,,,,
2026-01-15,main,光學元件與光通訊,新應材,TW202340864A,2022-04-08,感光性樹脂組成物以及硬化物,,4749,2026-02-04,0.17,10.98,10,24.36,39.59,56.08,854,834.9,
2026-01-15,main,光學元件與光通訊,新應材,TWI810881B,2022-04-08,感光性樹脂組成物以及硬化物,91,4749,2026-02-04,0.17,10.98,10,24.36,39.59,56.08,854,834.9,
2026-01-15,main,光學元件與光通訊,美商希瑪有限責任公司,TW202303294A,2022-04-08,用於磁性交換網路之電子模組,,,,,,,,,,,,
2026-01-15,main,光學元件與光通訊,美商希瑪有限責任公司,TWI821979B,2022-04-08,光學系統、光學設備、及用於磁性交換網路之控制系統,95,,,,,,,,,,,
2026-01-15,main,光學元件與光通訊,美商應用材料,TW202303273A,2022-04-08,用於遮罩清潔的多重空間烘烤腔室,,,,,,,,,,,,
2026-01-15,main,印刷電路板,美商應用材料,TW202303274A,2022-04-08,用於遮罩清潔的單一空間烘烤腔室,,,,,,,,,,,,
2026-01-15,main,平面顯示器,NIKON CORPORATION,TW202246910A,2022-04-07,曝光裝置、元件製造方法、平板顯示器之製造方法及曝光方法,,,,,,,,,,,,
2026-01-15,decline,數據分析與軟體工具,創鑫智慧,TW202341022A,2022-04-07,嵌入表的產生方法與索引濃縮方法,,,,,,,,,,,,
2026-01-15,decline,其他,創鑫智慧,TW202341023A,2022-04-07,嵌入表產生方法與嵌入表濃縮方法,,,,,,,,,,,,
2026-01-15,decline,數據分析與軟體工具,創鑫智慧,TWI840784B,2022-04-07,嵌入表的產生方法與索引濃縮方法,76,,,,,,,,,,,
2026-01-15,decline,其他,創鑫智慧,TWI818501B,2022-04-07,嵌入表產生方法與嵌入表濃縮方法,78,,,,,,,,,,,
2026-01-15,main,虛擬實境與數位模擬,華碩電腦,TW202341078A,2022-04-07,擴增實境之實現方法,,2357,2026-02-04,1.14,43.63,1,20.25,-3.93,-15.73,502,548.2,
2026-01-15,main,虛擬實境與數位模擬,華碩電腦,TWI825654B,2022-04-07,擴增實境之實現方法,76,2357,2026-02-04,1.14,43.63,1,20.25,-3.93,-15.73,502,548.2,
2026-01-15,decline,記憶體與儲存裝置,華邦電子,TW202341147A,2022-04-07,存取記憶體的方法和使用所述方法的記憶體裝置,,2344,2026-02-04,0.27,53.33,9,2.15,62.74,1259.78,108.5,86.2,
2026-01-15,decline,記憶體與儲存裝置,華邦電子,TWI823326B,2022-04-07,存取記憶體的方法和使用所述方法的記憶體裝置,39,2344,2026-02-04,0.27,53.33,9,2.15,62.74,1259.78,108.5,86.2,
2026-01-15,main,先進材料與奈米科技,韓國電子技術硏究院,TW202248747A,2022-04-07,用於極紫外光微影之釔基薄膜,,,,,,,,,,,,
2026-01-15,main,先進材料與奈米科技,韓國電子技術硏究院,TWI821978B,2022-04-07,用於極紫外光微影之釔基薄膜,36,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,台灣積體電路製造,TWI891996B,2022-04-06,半導體裝置及其製造方法,22,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,decline,光學投影,奔馳科技,TW202341735A,2022-04-06,多線程影像傳輸系統與多線程影像傳輸方法,,,,,,,,,,,,
2026-01-15,decline,光學投影,奔馳科技,TWI829136B,2022-04-06,多線程影像傳輸系統與多線程影像傳輸方法,59,,,,,,,,,,,
2026-01-15,decline,語音辨識與自動生成,美商元平台公司,TW202245480A,2022-04-06,音訊反應式擴增實境,,,,,,,,,,,,
2026-01-15,decline,電機機械,美商微軟技術授權有限責任公司,TW202248908A,2022-04-06,使用單位矩陣的參數化角度的反向傳播,,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,台灣積體電路製造,TW202242874A,2022-04-01,記憶體時脈驅動電路的裝置及其操作方法,,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,記憶體與儲存裝置,台灣積體電路製造,TWI784903B,2022-04-01,記憶體時脈驅動電路的裝置及其操作方法,97,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,decline,語音辨識與自動生成,國立臺中科技大學,TWM632566U,2022-04-01,肌力評估虛擬實境訓練裝置,,,,,,,,,,,,
2026-01-15,decline,虛擬實境與數位模擬,國立臺中科技大學,TWM632565U,2022-04-01,老人周全性評估之虛擬實境訓練裝置,,,,,,,,,,,,
2026-01-15,main,平面顯示器,日商信越化學工業,TW202307560A,2022-04-01,防護薄膜框架、防護薄膜、帶防護薄膜的光罩、曝光方法、半導體元件的製造方法及液晶顯示器的製造方法,,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,美商谷歌有限責任公司,TW202240591A,2022-04-01,唯讀記憶體(ROM)安全性,,,,,,,,,,,,
2026-01-15,main,半導體結構與製程,日商JSR,TW202244620A,2022-03-30,半導體基板的製造方法及抗蝕劑底層膜形成用組成物,,,,,,,,,,,,
2026-01-15,main,印刷電路板,美商蘭姆研究公司,TW202307594A,2022-03-30,來自含金屬光阻之金屬汙染物的控制,,,,,,,,,,,,
2026-01-15,main,印刷電路板,美商蘭姆研究公司,TWI891994B,2022-03-30,來自含金屬光阻之金屬汙染物的控制,52,,,,,,,,,,,
2026-01-15,decline,平面顯示器,群創光電,TWI835104B,2022-03-30,顯示裝置,81,3481,2026-02-04,1.2,19.22,2,4.23,-8.84,-23.3,23,21.5,
2026-01-15,decline,平面顯示器,群創光電,TW202309866A,2022-03-30,顯示裝置,,3481,2026-02-04,1.2,19.22,2,4.23,-8.84,-23.3,23,21.5,
2026-01-15,decline,記憶體與儲存裝置,台灣積體電路製造,TWI813232B,2022-03-29,記憶體電路、記憶體裝置以及其操作方法,99,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,decline,記憶體與儲存裝置,台灣積體電路製造,TW202307854A,2022-03-29,記憶體電路、記憶體裝置以及其操作方法,,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,main,記憶體與儲存裝置,大陸商成都芯盛集成電路,TW202338817A,2022-03-29,用於閃存裝置之性能平衡導向之寫入速度控制法,,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,大陸商成都芯盛集成電路,TWI795249B,2022-03-29,用於閃存裝置之性能平衡導向之寫入速度控制法,96,,,,,,,,,,,
2026-01-15,main,光學元件與光通訊,台灣積體電路製造,TW202309668A,2022-03-28,倍縮光罩載體操作的方法,,2330,2026-02-04,0.31,20.43,10,30.31,33.96,38.78,1785,882.1,
2026-01-15,decline,電子產品檢測,新加坡商鴻運科,TW202339478A,2022-03-28,時間差之測量方法、測量系統及電腦可讀存儲介質,,,,,,,,,,,,
2026-01-15,decline,電子產品檢測,新加坡商鴻運科,TWI823310B,2022-03-28,時間差之測量方法、測量系統及電腦可讀存儲介質,67,,,,,,,,,,,
2026-01-15,decline,發光半導體,大陸商北京集創北方科技,TWI798035B,2022-03-25,修調電路、LED顯示驅動晶片及LED顯示裝置,87,,,,,,,,,,,
2026-01-15,decline,發光半導體,大陸商北京集創北方科技,TW202338771A,2022-03-25,修調電路、LED顯示驅動晶片及LED顯示裝置,,,,,,,,,,,,
2026-01-15,main,半導體設備,日商HOYA,TW202244597A,2022-03-25,反射型光罩基底、反射型光罩、反射型光罩之製造方法及半導體裝置之製造方法,,,,,,,,,,,,
2026-01-15,main,印刷電路板,許銘案,TW202338498A,2022-03-25,具波浪紋路抗反射層之基板及其製造方法,,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,南韓商三星電子,TW202324404A,2022-03-24,記憶體控制器及包括其的記憶體系統,,,,,,,,,,,,
2026-01-15,main,記憶體與儲存裝置,南韓商三星電子,TWI828094B,2022-03-24,記憶體控制器及包括其的記憶體系統,38,,,,,,,,,,,
2026-01-15,decline,平面顯示器,友達光電,TW202338780A,2022-03-24,液晶顯示裝置與觸控液晶顯示裝置的驅動方法,,2409,2026-02-04,1.19,2.42,1,-10.08,-20.87,-482.9,15.15,14.2,
2026-01-15,decline,平面顯示器,友達光電,TWI808696B,2022-03-24,液晶顯示裝置與觸控液晶顯示裝置的驅動方法,27,2409,2026-02-04,1.19,2.42,1,-10.08,-20.87,-482.9,15.15,14.2,
2026-01-15,main,光學元件與光通訊,美商希瑪有限責任公司,TW202307578A,2022-03-24,在單一微影曝光遍次中形成多個空間影像,,,,,,,,,,,,
2026-01-15,decline,平面顯示器,友達光電,TW202338766A,2022-03-23,顯示觸控裝置及其操作方法,,2409,2026-02-04,1.19,2.42,1,-10.08,-20.87,-482.9,15.15,14.2,
2026-01-15,decline,平面顯示器,友達光電,TWI812103B,2022-03-23,顯示觸控裝置及其操作方法,27,2409,2026-02-04,1.19,2.42,1,-10.08,-20.87,-482.9,15.15,14.2,
2026-01-15,main,電腦視覺與影像處理,日商濱松赫德尼古斯,TW202242800A,2022-03-23,光修正係數預測方法、光修正係數預測裝置、機械學習方法、機械學習之前處理方法及預學習之學習模型,,,,,,,,,,,,
2026-01-15,main,電腦視覺與影像處理,日商濱松赫德尼古斯,TW202242801A,2022-03-23,光修正係數預測方法、光修正係數預測裝置、機械學習方法、機械學習之前處理方法及預學習之學習模型,,,,,,,,,,,,
2026-01-15,main,電子產品檢測,鴻海精密工業,TWI832180B,2022-03-23,瑕疵檢測方法及系統,82,2317,2026-02-04,0.84,31.77,1,11.02,13.97,28.78,219,182.7,
2026-01-15,main,光學元件與光通訊,日商尼康,TW202240318A,2022-03-22,曝光裝置、曝光方法、元件製造方法、以及元件,,,,,,,,,,,,
2026-01-15,decline,平面顯示器,和碩聯合科技,TW202339489A,2022-03-21,用於視訊會議或視訊教學的電子裝置以及顯示方法,,4938,2026-02-04,1.39,-2.49,1,-12.36,-9.45,-11.6,69.6,76.8,
2026-01-15,main,先進材料與奈米科技,日商信越化學工業,TW202242548A,2022-03-21,負型感光性樹脂組成物、圖案形成方法、硬化被膜形成方法、層間絕緣膜、表面保護膜、及電子零件,,,,,,,,,,,,
