"","公司全名","更新日期","專利號","申請日","獲證日","PR","標題","專利摘要","預測年份","主分支","台灣公開發行","技術分類","股票代碼","產業別","資料時間","氣動值","月營收成長率","熱度值","營收成長率","毛利成長率","營益成長率","外資成本","投信成本","自營商成本","收盤價","加權後成本","市值權重%","趨勢機率%"
"1184","國立臺灣科技大學","2024-11-18","TWI810106B","2022-11-03","2023-07-21",10,"動態同意管理平台及其個資管理方法","一種動態同意管理平台及其個資管理方法，動態同意管理平台包括動態同意模組、區塊鏈及系統數據庫，個資管理方法包括：動態同意模組傳送未簽署的動態同意書至簽署人模組，其中未簽署的動態同意書係根據個資使用需求產生；動態同意模組接收來自簽署人模組的已簽署的動態同意書，其中已簽署的動態同意書係通過身分驗證程序產生；動態同意模組接收來自簽署人模組的確認信號為授權時以根據身分驗證程序與已簽署的動態同意書產生去中心化身份可驗憑證；區塊鏈接收並記錄去中心化身份可驗憑證；以及系統數據庫儲存已簽署的動態同意書。","Y2024","main","No","資訊安全技術",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1185","國立臺灣科技大學","2024-11-18","TWI810106B","2022-11-03","2023-07-21",10,"動態同意管理平台及其個資管理方法","一種動態同意管理平台及其個資管理方法，動態同意管理平台包括動態同意模組、區塊鏈及系統數據庫，個資管理方法包括：動態同意模組傳送未簽署的動態同意書至簽署人模組，其中未簽署的動態同意書係根據個資使用需求產生；動態同意模組接收來自簽署人模組的已簽署的動態同意書，其中已簽署的動態同意書係通過身分驗證程序產生；動態同意模組接收來自簽署人模組的確認信號為授權時以根據身分驗證程序與已簽署的動態同意書產生去中心化身份可驗憑證；區塊鏈接收並記錄去中心化身份可驗憑證；以及系統數據庫儲存已簽署的動態同意書。","Y2024","main","No","身分驗證系統",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1186","國立臺灣科技大學","2024-11-18","TWI820904B","2022-09-12","2023-11-01",17,"自供電甲醛感測裝置","一種自供電甲醛感測裝置，包含：摩擦材料電極層，包括第一基板以及形成於該第一基板上的第一電極層；摩擦材料介電層，包括第二基板、形成在該第二基板上的第二電極層、形成在該第二電極層上的介電反應層、以及形成在該介電反應層上而表面修飾該介電反應層的反應修飾層，該反應修飾層係為磷鉬酸錯合物（phosphomolybdic acid complex, cPMA）層，該磷鉬酸錯合物層之磷鉬酸錯合物係為將4,4′-聯吡啶（4,4’-bipyridine, BPY）溶解於異丙醇（isopropanol, IPA）後與磷鉬酸（phosphomolybdic acid, PMA）溶液混合所生成；彈性間隔件；以及外部電路。","Y2024","main","No","其他",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1187","國立臺灣科技大學","2024-11-18","TWI827465B","2023-02-13","2023-12-21",21,"成對加解密方法","一種成對加解密方法，其中至少一個控制裝置係與多個節點裝置連線，該控制裝置取得所有節點裝置的ID清單數據，而該控制裝置使用一PUF加密值進行產生一預共享密鑰，且該控制裝置將該預共享密鑰及該ID清單數據傳送給多個節點裝置，並由任兩個節點裝置透過該預共享密鑰進行確認該兩個節點裝置之間的安全性，並再將任兩個節點裝置個別的初始值進行共享，再加密產生任兩個節點裝置共用的聯合密鑰，以做為任兩個節點裝置之間的通訊安全之用。","Y2024","main","No","數據加密技術",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1188","國立臺灣科技大學","2024-11-18","TWI827465B","2023-02-13","2023-12-21",21,"成對加解密方法","一種成對加解密方法，其中至少一個控制裝置係與多個節點裝置連線，該控制裝置取得所有節點裝置的ID清單數據，而該控制裝置使用一PUF加密值進行產生一預共享密鑰，且該控制裝置將該預共享密鑰及該ID清單數據傳送給多個節點裝置，並由任兩個節點裝置透過該預共享密鑰進行確認該兩個節點裝置之間的安全性，並再將任兩個節點裝置個別的初始值進行共享，再加密產生任兩個節點裝置共用的聯合密鑰，以做為任兩個節點裝置之間的通訊安全之用。","Y2024","main","No","資訊安全技術",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1189","國立臺灣科技大學","2024-11-18","TWI820904B","2022-09-12","2023-11-01",17,"自供電甲醛感測裝置","一種自供電甲醛感測裝置，包含：摩擦材料電極層，包括第一基板以及形成於該第一基板上的第一電極層；摩擦材料介電層，包括第二基板、形成在該第二基板上的第二電極層、形成在該第二電極層上的介電反應層、以及形成在該介電反應層上而表面修飾該介電反應層的反應修飾層，該反應修飾層係為磷鉬酸錯合物（phosphomolybdic acid complex, cPMA）層，該磷鉬酸錯合物層之磷鉬酸錯合物係為將4,4′-聯吡啶（4,4’-bipyridine, BPY）溶解於異丙醇（isopropanol, IPA）後與磷鉬酸（phosphomolybdic acid, PMA）溶液混合所生成；彈性間隔件；以及外部電路。","Y2024","main","No","醫療感測技術",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1190","國立陽明交通大學","2024-11-18","TWI815646B","2022-09-07","2023-09-11",66,"半導體元件及其製造方法","一種半導體元件包括第一接觸層、第二接觸層、主動層、光子晶體層、鈍化層、第一電極以及第二電極。第一接觸層具有彼此相對的第一表面與第二表面。第二表面上具有微結構。第二接觸層位於第一表面下方。主動層位於第一接觸層與第二接觸層之間。光子晶體層位於主動層與第二接觸層之間。鈍化層位於第二接觸層上。第一電極位於鈍化層上且電性連接第一接觸層的第一表面。第二電極位於鈍化層上且電性連接第二接觸層。","Y2024","main","No","半導體結構",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1191","國立陽明交通大學","2024-11-18","TWI805457B","2022-07-22","2023-06-11",26,"發光裝置及其製造方法","一種製造發光裝置的方法包括以下流程。形成發光元件。通過電子計算器執行超穎介面的模擬。基於前述模擬，形成超穎介面。放置超穎介面於發光元件的出光側上。通過電子計算器執行超穎介面的模擬包括以下流程。建立超穎介面的超穎介面模型，其中超穎介面模型具有複數個單位晶胞，單位晶胞的複數個相位補償值在偏折方向上以超晶胞週期長度週期性地分布。調整單位晶胞的相位補償值並設置出光波長的光源，以模擬超穎介面模型在不同的相位補償值下的複數個穿透率。選定在穿透率之穿透率峰值下的相位補償值作為超穎介面的複數個製程參數。","Y2024","main","No","半導體結構製備",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1192","國立陽明交通大學","2024-11-18","TWI818750B","2022-09-28","2023-10-11",63,"驗證裝置及方法","一種驗證裝置，包含一儲存器、一通訊介面以及一處理器。該驗證裝置用以透過一安全連線接收來自一第一使用者終端之一驗證碼請求，其中該驗證碼請求包含對應該第一使用者終端的一裝置電話號碼，且該驗證碼請求與該第一使用者終端於一服務伺服器申請之一身份驗證服務有關。該驗證裝置還用以傳送一驗證碼至該第一使用者終端。該驗證裝置還用以自該服務伺服器接收一識別資料請求，該識別資料請求包含一待驗證碼。該驗證裝置還用以基於該待驗證碼，傳送對應該裝置電話號碼之一識別資料至該服務伺服器。","Y2024","main","No","資訊安全技術",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1193","國立陽明交通大學","2024-11-18","TWI818750B","2022-09-28","2023-10-11",63,"驗證裝置及方法","一種驗證裝置，包含一儲存器、一通訊介面以及一處理器。該驗證裝置用以透過一安全連線接收來自一第一使用者終端之一驗證碼請求，其中該驗證碼請求包含對應該第一使用者終端的一裝置電話號碼，且該驗證碼請求與該第一使用者終端於一服務伺服器申請之一身份驗證服務有關。該驗證裝置還用以傳送一驗證碼至該第一使用者終端。該驗證裝置還用以自該服務伺服器接收一識別資料請求，該識別資料請求包含一待驗證碼。該驗證裝置還用以基於該待驗證碼，傳送對應該裝置電話號碼之一識別資料至該服務伺服器。","Y2024","main","No","身分驗證系統",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1194","國立陽明交通大學","2024-11-18","TWI838099B","2023-01-19","2024-04-01",33,"半導體元件及其製造方法","一種半導體元件包括穿隧結層、第一主動層結構、第二主動層結構、光子晶體層以及第二微結構。穿隧結層具有第一表面與相對於第一表面的第二表面。第一主動層結構位於穿隧結層的第一表面上。第二主動層結構位於穿隧結層與第二表面上。光子晶體層位於第二主動層結構上。光子晶體層具有一第一微結構。第二微結構鄰近第一微結構。第一微結構的折射率不同於第二微結構的折射率。","Y2024","main","No","半導體結構",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1195","國立陽明交通大學","2024-11-18","TWI838099B","2023-01-19","2024-04-01",33,"半導體元件及其製造方法","一種半導體元件包括穿隧結層、第一主動層結構、第二主動層結構、光子晶體層以及第二微結構。穿隧結層具有第一表面與相對於第一表面的第二表面。第一主動層結構位於穿隧結層的第一表面上。第二主動層結構位於穿隧結層與第二表面上。光子晶體層位於第二主動層結構上。光子晶體層具有一第一微結構。第二微結構鄰近第一微結構。第一微結構的折射率不同於第二微結構的折射率。","Y2024","main","No","半導體結構製備",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1196","國立陽明交通大學","2024-11-18","TWI838903B","2022-10-07","2024-04-11",88,"三族氮化物半導體三維積體電路","一種三族氮化物半導體三維積體電路，直接將一薄膜電晶體堆疊在一三族氮化物電晶體上。由於該三族氮化物半導體三維積體電路無需用封裝製程來整合該三族氮化物電晶體以及該薄膜電晶體，因此可以減少封裝成本，並且具有較佳的電路性能及可靠度。","Y2024","main","No","半導體結構",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1197","國立陽明交通大學","2024-11-18","TWI838903B","2022-10-07","2024-04-11",88,"三族氮化物半導體三維積體電路","一種三族氮化物半導體三維積體電路，直接將一薄膜電晶體堆疊在一三族氮化物電晶體上。由於該三族氮化物半導體三維積體電路無需用封裝製程來整合該三族氮化物電晶體以及該薄膜電晶體，因此可以減少封裝成本，並且具有較佳的電路性能及可靠度。","Y2024","main","No","半導體結構製備",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1198","國立陽明交通大學","2024-11-18","TWI805457B","2022-07-22","2023-06-11",26,"發光裝置及其製造方法","一種製造發光裝置的方法包括以下流程。形成發光元件。通過電子計算器執行超穎介面的模擬。基於前述模擬，形成超穎介面。放置超穎介面於發光元件的出光側上。通過電子計算器執行超穎介面的模擬包括以下流程。建立超穎介面的超穎介面模型，其中超穎介面模型具有複數個單位晶胞，單位晶胞的複數個相位補償值在偏折方向上以超晶胞週期長度週期性地分布。調整單位晶胞的相位補償值並設置出光波長的光源，以模擬超穎介面模型在不同的相位補償值下的複數個穿透率。選定在穿透率之穿透率峰值下的相位補償值作為超穎介面的複數個製程參數。","Y2024","main","No","半導體結構",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1199","國立陽明交通大學","2024-11-18","TWI838309B","2023-08-25","2024-04-01",82,"高電子遷移率電晶體及其製備方法","本發明提供一種高電子遷移率電晶體的製備方法，包括下列步驟：提供一基板，其中一半導體層形成於基板上，且一源極及一汲極形成於半導體層上；形成一鈍化層於源極及汲極上；蝕刻鈍化層，以形成一通孔於源極及汲極間，且通孔顯露半導體層的一區域；形成一光阻層於鈍化層上，其中半導體層的該區域的一第一子區域被該光阻層所覆蓋，而半導體層的該區域的一第二子區域未被光阻層所覆蓋；形成一金屬層於第二子區域上，以形成一閘極；以及移除鈍化層。本發明更提供以前述方法製備的高電子遷移率電晶體。","Y2024","main","No","半導體結構",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1200","國立陽明交通大學","2024-11-18","TWI838309B","2023-08-25","2024-04-01",82,"高電子遷移率電晶體及其製備方法","本發明提供一種高電子遷移率電晶體的製備方法，包括下列步驟：提供一基板，其中一半導體層形成於基板上，且一源極及一汲極形成於半導體層上；形成一鈍化層於源極及汲極上；蝕刻鈍化層，以形成一通孔於源極及汲極間，且通孔顯露半導體層的一區域；形成一光阻層於鈍化層上，其中半導體層的該區域的一第一子區域被該光阻層所覆蓋，而半導體層的該區域的一第二子區域未被光阻層所覆蓋；形成一金屬層於第二子區域上，以形成一閘極；以及移除鈍化層。本發明更提供以前述方法製備的高電子遷移率電晶體。","Y2024","main","No","半導體結構製備",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1201","國立陽明交通大學","2024-11-18","TWI810076B","2022-09-26","2023-07-21",79,"溝槽式閘極功率金氧半場效電晶體之閘極製程方法及其形成之溝槽式閘極結構","一種溝槽式閘極功率金氧半場效電晶體之閘極製程方法及其形成之溝槽式閘極結構，其係提供一電晶體結構，並利用微影蝕刻定義溝槽區域。沿著溝槽沉積閘極氧化層後，形成其中具有間隔的二複晶矽側壁。利用濕蝕刻將複晶矽側壁底下的閘極氧化層去除，以在溝槽底部形成空缺區域。之後，通過氧化複晶矽側壁，形成厚氧化層，使其包覆複晶矽側壁外圍並填充溝槽底部的空缺區域。經厚氧化層包覆的複晶矽側壁之間可選擇性地具有間隔，使溝槽選擇性地被填滿。本發明可有效增加閘極底部的氧化層厚度、降低溝槽轉角曲率、並達到降低閘極-汲極電容之功效。","Y2024","main","No","半導體結構",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1202","國立陽明交通大學","2024-11-18","TWI810076B","2022-09-26","2023-07-21",79,"溝槽式閘極功率金氧半場效電晶體之閘極製程方法及其形成之溝槽式閘極結構","一種溝槽式閘極功率金氧半場效電晶體之閘極製程方法及其形成之溝槽式閘極結構，其係提供一電晶體結構，並利用微影蝕刻定義溝槽區域。沿著溝槽沉積閘極氧化層後，形成其中具有間隔的二複晶矽側壁。利用濕蝕刻將複晶矽側壁底下的閘極氧化層去除，以在溝槽底部形成空缺區域。之後，通過氧化複晶矽側壁，形成厚氧化層，使其包覆複晶矽側壁外圍並填充溝槽底部的空缺區域。經厚氧化層包覆的複晶矽側壁之間可選擇性地具有間隔，使溝槽選擇性地被填滿。本發明可有效增加閘極底部的氧化層厚度、降低溝槽轉角曲率、並達到降低閘極-汲極電容之功效。","Y2024","main","No","半導體結構製備",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1203","國立陽明交通大學","2024-11-18","TWI844421B","2023-07-12","2024-06-01",43,"一站式環保容器租借裝置與系統","一種一站式環保容器租借裝置，其具有殼體、觸控顯示螢幕、清洗裝置、消毒裝置、烘乾裝置與保存裝置。觸控顯示螢幕設置於殼體的正面，用於顯示特定畫面，並供該使用者對一站式環保容器租借裝置進行操作，以進行環保容器的租借與歸還。清洗裝置、消毒裝置、烘乾裝置與保存裝置設置於殼體內，並用以分別對歸還的環保容器進行清洗、消毒、烘乾與保存。清洗裝置、消毒裝置、烘乾裝置與保存裝置更被設置成對應於殼體的正面的透明區，以使環保容器的清洗、消毒、烘乾與保存為透明化流程而可被使用者查看。","Y2024","main","No","其他",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1204","國立陽明交通大學","2024-11-18","TWI835375B","2022-10-28","2024-03-11",4,"半導體裝置與其製造方法","一種半導體裝置包含基板、通道層、第一阻障層、源極/汲極觸點與閘極層。通道層在基板上。第一阻障層在通道層上，第一阻障層的厚度在6奈米以下。源極/汲極觸點在第一阻障層上且直接接觸第一阻障層。閘極層在第一阻障層上。","Y2024","main","No","半導體結構製備",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1205","國立陽明交通大學","2024-11-18","TWI815646B","2022-09-07","2023-09-11",66,"半導體元件及其製造方法","一種半導體元件包括第一接觸層、第二接觸層、主動層、光子晶體層、鈍化層、第一電極以及第二電極。第一接觸層具有彼此相對的第一表面與第二表面。第二表面上具有微結構。第二接觸層位於第一表面下方。主動層位於第一接觸層與第二接觸層之間。光子晶體層位於主動層與第二接觸層之間。鈍化層位於第二接觸層上。第一電極位於鈍化層上且電性連接第一接觸層的第一表面。第二電極位於鈍化層上且電性連接第二接觸層。","Y2024","main","No","半導體結構製備",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1206","國立陽明交通大學","2024-11-18","TWI842197B","2022-11-14","2024-05-11",41,"運輸網路系統的可靠度評估方法及其裝置","本揭露提出一種運輸網路系統的可靠度評估方法及其裝置。所述運輸網路系統的可靠度評估方法包括以下步驟：列出與運輸需求相關的多個運輸行程，其中各運輸行程包括至少一運輸路徑，並且各運輸路徑連接相應的兩運輸節點；從所述運輸行程中篩選出滿足各運輸路徑的運輸容量限制和運輸需求的組合，藉以取得各運輸路徑的第一容量向量；計算使各運輸載具完成運輸週期所需的時間滿足運輸時間條件下，各運輸節點的第二容量向量；以及根據第一容量向量和第二容量向量計算運輸網路系統的系統可靠度。","Y2024","main","No","其他",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1207","國立陽明交通大學","2024-11-18","TWI835375B","2022-10-28","2024-03-11",4,"半導體裝置與其製造方法","一種半導體裝置包含基板、通道層、第一阻障層、源極/汲極觸點與閘極層。通道層在基板上。第一阻障層在通道層上，第一阻障層的厚度在6奈米以下。源極/汲極觸點在第一阻障層上且直接接觸第一阻障層。閘極層在第一阻障層上。","Y2024","main","No","半導體結構",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208","國立陽明交通大學","2024-11-18","TWI830496B","2022-11-15","2024-01-21",50,"有機氣體感測器","本發明提供一種有機氣體感測器，包括一第一電極單元、一設置於該第一電極單元的一第一表面的絕緣層、一設置於該絕緣層之上以與該第一電極單元電性隔絕的第二電極單元，及一設置於該絕緣層之上且在電性連接該第一電極單元與該第二電極單元後能與一待測氣體分子作用產生一感應電流的氣體感測層。該氣體感測層包括一有機半導體材料及摻雜於該有機半導體材料內的摻質，該有機半導體材料具有一載子遷移率，且該有機半導體材料的載子遷移率是低於一有機場效電晶體之一有機半導體層的一載子遷移率。","Y2024","main","No","醫療感測技術",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1209","國立陽明交通大學","2024-11-18","TWI830496B","2022-11-15","2024-01-21",50,"有機氣體感測器","本發明提供一種有機氣體感測器，包括一第一電極單元、一設置於該第一電極單元的一第一表面的絕緣層、一設置於該絕緣層之上以與該第一電極單元電性隔絕的第二電極單元，及一設置於該絕緣層之上且在電性連接該第一電極單元與該第二電極單元後能與一待測氣體分子作用產生一感應電流的氣體感測層。該氣體感測層包括一有機半導體材料及摻雜於該有機半導體材料內的摻質，該有機半導體材料具有一載子遷移率，且該有機半導體材料的載子遷移率是低於一有機場效電晶體之一有機半導體層的一載子遷移率。","Y2024","main","No","半導體檢測技術",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1210","國立雲林科技大學","2024-11-18","TWI823673B","2022-11-11","2023-11-21",58,"一種密碼加密管理系統","一種密碼加密管理系統，供一主管與複數使用者對複數密碼進行一加密程序與一解密程序，其主要是讓每一該使用者所建立的該密碼，經過其他該使用者使用一使用者金鑰加密，再經過一加密公鑰的加密後，儲存於一資料庫子系統內，而當需要取得該密碼的明文密碼時，則讓一要求解密子系統依據該主管下達的執行任務，通知該資料庫子系統回傳已加密的該密碼，以讓該主管利用一加密私鑰進行解密，接著通知關連的該使用者利用該使用者金鑰進行解密，即可取得該密碼的明文密碼。","Y2024","main","No","數據加密技術",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1211","國立雲林科技大學","2024-11-18","TWI823673B","2022-11-11","2023-11-21",58,"一種密碼加密管理系統","一種密碼加密管理系統，供一主管與複數使用者對複數密碼進行一加密程序與一解密程序，其主要是讓每一該使用者所建立的該密碼，經過其他該使用者使用一使用者金鑰加密，再經過一加密公鑰的加密後，儲存於一資料庫子系統內，而當需要取得該密碼的明文密碼時，則讓一要求解密子系統依據該主管下達的執行任務，通知該資料庫子系統回傳已加密的該密碼，以讓該主管利用一加密私鑰進行解密，接著通知關連的該使用者利用該使用者金鑰進行解密，即可取得該密碼的明文密碼。","Y2024","main","No","資訊安全技術",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212","國立高雄大學","2024-11-18","TWI833427B","2022-11-07","2024-02-21",99,"可溶性ST2胜肽拓印導電聚合物及其用途","本發明係關於一種可溶性ST2胜肽拓印導電聚合物及其用途，尤其係指一種包含導電聚合物之單體、二維材料與可溶性ST2分子的一小部分胜肽作為模版之胜肽拓印導電聚合物。本發明所提供之可溶性ST2胜肽拓印導電聚合物具高度敏感性、準確度高、分析速度快、所需樣品量少及偵測極限低的優勢，以有效地檢測血清檢體中之可溶性ST2，從而達成檢測、預防及預後心力衰竭。","Y2024","main","No","其他",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213","國立高雄大學","2024-11-18","TWI833427B","2022-11-07","2024-02-21",99,"可溶性ST2胜肽拓印導電聚合物及其用途","本發明係關於一種可溶性ST2胜肽拓印導電聚合物及其用途，尤其係指一種包含導電聚合物之單體、二維材料與可溶性ST2分子的一小部分胜肽作為模版之胜肽拓印導電聚合物。本發明所提供之可溶性ST2胜肽拓印導電聚合物具高度敏感性、準確度高、分析速度快、所需樣品量少及偵測極限低的優勢，以有效地檢測血清檢體中之可溶性ST2，從而達成檢測、預防及預後心力衰竭。","Y2024","main","No","醫療感測技術",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214","國立高雄科技大學","2024-11-18","TWI843146B","2022-07-11","2024-05-21",85,"陣列波導光柵裝置及其運作系統","一種陣列波導光柵裝置，包含一輸入單元、一連接該輸入單元的傳導單元、一調整單元，及一連接該傳導單元的輸出單元。該輸入單元包括一輸入光纖，及一連接該輸入光纖的第一耦合器。該傳導單元包括多條配置於一基準平面並按傳輸波長排列的傳導光纖。定義其中一個三角頂端鄰近傳輸波長最高之該傳導光纖的紅移調整區，及一個三角頂端鄰近傳輸波長最低之該傳導光纖的藍移調整區。該調整單元包括二分別對應該紅移調整區、該藍移調整區且用以對該等傳導光纖加熱的加熱器。該輸出單元包括一連接該等傳導光纖的第二耦合器，及多條輸出光纖。","Y2024","main","No","半導體結構",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215","國立高雄科技大學","2024-11-18","TWI843146B","2022-07-11","2024-05-21",85,"陣列波導光柵裝置及其運作系統","一種陣列波導光柵裝置，包含一輸入單元、一連接該輸入單元的傳導單元、一調整單元，及一連接該傳導單元的輸出單元。該輸入單元包括一輸入光纖，及一連接該輸入光纖的第一耦合器。該傳導單元包括多條配置於一基準平面並按傳輸波長排列的傳導光纖。定義其中一個三角頂端鄰近傳輸波長最高之該傳導光纖的紅移調整區，及一個三角頂端鄰近傳輸波長最低之該傳導光纖的藍移調整區。該調整單元包括二分別對應該紅移調整區、該藍移調整區且用以對該等傳導光纖加熱的加熱器。該輸出單元包括一連接該等傳導光纖的第二耦合器，及多條輸出光纖。","Y2024","main","No","半導體檢測技術",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216","國防醫學院","2024-11-18","TWI829189B","2022-06-08","2024-01-11",61,"一種抗人源缺陷IgA1之自體抗體及其製備方法和用途","一種包含高專一性單株抗體而具臨床上應用性之非侵入性、快速檢測IgA腎受試者及可檢測IgA腎病的機制並建立治療策略的試劑組。","Y2024","main","No","其他",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217","國防醫學院","2024-11-18","TWI829189B","2022-06-08","2024-01-11",61,"一種抗人源缺陷IgA1之自體抗體及其製備方法和用途","一種包含高專一性單株抗體而具臨床上應用性之非侵入性、快速檢測IgA腎受試者及可檢測IgA腎病的機制並建立治療策略的試劑組。","Y2024","main","No","醫療感測技術",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1218","圓準","2024-11-18","TWI817534B","2022-05-31","2023-10-01",15,"電化學偵測裝置、電化學偵測模組及電化學偵測系統","一種電化學偵測裝置，其用以與具有一無線裝置的一電子裝置進行通訊；且用以電連接於一電化學測試片的一電極部。電化學偵測裝置包含：具有類比數位轉換及類比前端之功能的一積體電路及一天線印刷電路。天線印刷電路用接收來自電子裝置的一無線訊號，將該無線訊號轉換成電力該積體電路使用，並且將來自積體電路的一電磁信號，傳送給電子裝置。積體電路用以使用無線訊號轉換成的電力，產生一量測電壓提供給電化學測試片，並感測通過電化學測試片一感測信號，並依據感測信號形成供天線印刷電路傳送的電磁信號。","Y2024","main","No","無線通訊技術",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1219","圓準","2024-11-18","TWI817534B","2022-05-31","2023-10-01",15,"電化學偵測裝置、電化學偵測模組及電化學偵測系統","一種電化學偵測裝置，其用以與具有一無線裝置的一電子裝置進行通訊；且用以電連接於一電化學測試片的一電極部。電化學偵測裝置包含：具有類比數位轉換及類比前端之功能的一積體電路及一天線印刷電路。天線印刷電路用接收來自電子裝置的一無線訊號，將該無線訊號轉換成電力該積體電路使用，並且將來自積體電路的一電磁信號，傳送給電子裝置。積體電路用以使用無線訊號轉換成的電力，產生一量測電壓提供給電化學測試片，並感測通過電化學測試片一感測信號，並依據感測信號形成供天線印刷電路傳送的電磁信號。","Y2024","main","No","其他",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220","均華精密工業","2024-11-18","TWI820816B","2022-07-25","2023-11-01",77,"頂針蓋與元件承載組件間之真空維持方法與裝置","一種頂針蓋與元件承載組件間之真空維持方法與裝置，該方法包含：將具有可撓性之撓性模組連接於元件承載組件，元件承載組件底面平行於第一基準面；於元件承載組件下方設置頂針座，頂針座頂部具有頂針蓋，頂針蓋頂面平行於第二基準面，頂針座透過頂針蓋提供負壓吸力；驅動頂針座向上移動之過程中，頂針蓋頂面與元件承載組件底面接觸，且藉由撓性模組之撓性變形使元件承載組件產生擺動，使元件承載組件底面平行於第二基準面並與頂針蓋之頂面相互貼合；驅動頂針座提供負壓吸力，使頂針蓋之頂面與元件承載組件之底面之間形成真空。","Y2024","main","Yes","其他","6640","半導體","2024-11-15",0.12,430.73,10,99,232.15,876.24,787.2,819.9,787.1,808,800.2,0.02906,89.4
"1221","坦順科技","2024-11-18","TWI822259B","2022-08-16","2023-11-11",53,"記憶體模組","本發明提供一種記憶體模組，應用於一計算機裝置，該計算機裝置包含一殼體、一主板以及一連接器，該殼體具有一安裝開口，該記憶體模組包含：一容置裝置，連接該主板以及該殼體；以及一記憶體裝置，經由該安裝開口，以可拆卸的方式設置於該容置裝置上，並連接該連接器。基於該記憶體模組，將可使記憶體裝置得以與該連接器分離或連接。","Y2024","main","No","半導體結構",NA,NA,"2024-11-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
