"","公司全名","專利號","申請日","獲證日","PR","標題","專利摘要","預測年份","主分支","台灣上市櫃","技術分類","股票代碼","產業別","資料時間","氣動值","月營收成長率","熱度值","營收成長率","毛利成長率","營益成長率","外資成本","投信成本","自營商成本","收盤價","加權後成本"
"1036","大陸商北京集創北方科技","TWI793033B","2022-06-14","2023-02-11",76,"薄膜晶片封裝結構","一種薄膜晶片封裝結構，其包括：一薄膜基板，其上表面設有一晶片承載區及與該晶片承載區相連接之至少一散熱貼覆蓋區，其中，至少一所述散熱貼覆蓋區設有一第一標記；一晶片，設置於該薄膜基板之該晶片承載區；以及一散熱貼，包括一第一覆蓋部及與該第一覆蓋部相連接之至少一第二覆蓋部，其中，該第一覆蓋部係覆蓋在該晶片上方，各所述第二覆蓋部係覆蓋在一所述散熱貼覆蓋區，一所述第二覆蓋部設有一第二標記，且該第二標記係與該第一標記重疊。","Y2024","main","No","半導體封裝技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1037","宏碁","TWI837584B","2022-02-08","2024-04-01",76,"網頁存取系統及網頁存取方法","一種網頁存取方法包含以下步驟：藉由一通用視窗平台(Universal Windows Platform)介面接收一指令，並傳送指令；以及藉由一處理器控制一服務器，處理器促使該服務器透過一瀏覽器通訊服務，以接收指令，透過該瀏覽器通訊服務將指令傳送到一Chrome作業系統，Chrome作業系統將指令傳送到一硬體；其中，通用視窗平台介面是依據一漸進式網頁應用程式(progressive web application)所建置。","Y2024","main","Yes","其他","2353","電腦及週邊","2024-10-30",0.83,-6.25,1,15.24,14.75,40.31,44.1,39.1,43.2,40.45,41.9
"1038","恆勁科技","TWI829484B","2022-12-23","2024-01-11",76,"整合有磁性元件結構之封裝載板及其製造方法","本發明提供一種封裝載板及其製造方法。封裝載板包括一核心層、一磁性元件結構以及一導電連接元件。核心層具有相對之一第一表面及一第二表面。磁性元件結構包括複數圖案化導磁金屬層以及複數圖案化導電線圈層。圖案化導磁金屬層係相互堆疊設置且內埋於核心層，並分別具有至少一導磁金屬，部分之該些導磁金屬係構成一陣列區塊。圖案化導電線圈層係設置內埋於核心層，部分之圖案化導電線圈層係位於陣列區塊之兩側。導電連接元件係貫穿設置於核心層，並導通核心層之第一表面與第二表面。","Y2024","main","No","半導體封裝技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1039","揚博科技","TWI822109B","2022-06-14","2023-11-11",76,"具有載具定向機制的濕製程機台","本發明係關於一種具有載具定向機制的濕製程機台，包括主體、載具及導向構件，主體具有載具移動通道；載具包括外框及內環框，外框間隔設置有複數滾輪，內環框可旋轉性地設置在各滾輪之間，且內環框包括環形體及固定在環形體的受導構件，環形體具有基板夾固區；導向構件設置在載具移動通道並形成於內環框的一側邊；其中載具沿著載具移動通道平移過程中，受導構件碰觸到導向構件後將被其所導引，從而驅使內環框相對於外框產生定向旋轉。導向構件的角度可以依照需求自由設計，以讓載具的旋轉角度達成預定的角度。","Y2024","branch","Yes","晶圓處理技術","2493","電子零組件","2024-10-30",0.54,15.83,7,11.45,11.57,18.71,107.7,103.6,114,115,107.3
"1040","新加坡商星科金朋私人","TWI843991B","2022-03-07","2024-06-01",76,"形成混合熱介面材料層的半導體裝置和方法","本發明提供一種半導體裝置，其具有電組件，且具有第一柔性特性之第一熱介面材料安置於該電組件之表面上方。具有大於該第一柔性特性之第二柔性特性的第二熱介面材料安置於該電組件之該表面上方該第一熱介面材料內。第三熱介面材料可沿著該第一熱介面材料安置於該電組件之該表面上方。一散熱器安置於該第一熱介面材料及該第二熱介面材料上方。該第二熱介面材料具有以下形狀：星形圖案、點柵格、平行線、蛇形或同心幾何形狀。該第一熱介面材料針對結合可靠性提供黏著力且該第二熱介面材料提供應力消除。替代地，散熱片安置於該第一熱介面材料及該第二熱介面材料上方，且散熱器安置於該散熱片上之第三熱介面材料及第四熱介面材料上方。","Y2024","branch","No","半導體封裝技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1041","新加坡商視覺技術創投私人","TWI799196B","2022-03-18","2023-04-11",76,"顯示裝置的製作方法","本申請涉及光學技術領域，公開了一種顯示裝置的製作方法，包括：分別在第一基礎部件形成包含有用於對多個複合子像素對應的光轉換材料進行隔離的第一隔離結構的光轉換層，以及，在第二基礎部件形成用於對每個複合子像素中相鄰的兩個子像素進行隔離的第二隔離結構；將光轉換層的背離第一基礎部件的一面和第二隔離結構的背離第二基礎部件的一面貼合設置，得到顯示裝置。本申請提供的顯示裝置的製作方法簡化了製作工藝，提高了產品良率。","Y2024","main","No","顯示技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1042","新唐科技","TWI844423B","2023-07-14","2024-06-01",76,"半導體結構","一種半導體結構包括具有第一導電型之第一井區、第二井區、第三井區、第一摻雜區、第二摻雜區與第四摻雜區、具有第二導電型之第四井區與第三摻雜區、第一接點、第二接點以及閘極結構。第二井區以及第三井區形成於第一井區中。第四井區形成於第一井區中且位於第二井區以及第三井區之間。第一摻雜區形成於第二井區中。第二摻雜區以及第三摻雜區形成於第四井區中。第四摻雜區形成於第三井區中。第一接點形成於第三井區之上。第二接點與第四摻雜區形成歐姆接觸。閘極結構形成於第一摻雜區以及第二摻雜區之間。","Y2024","main","Yes","半導體結構","4919","半導體","2024-10-30",0.36,-12.71,3,-8.1,-22.09,-141.71,97.8,111.7,96.4,101,103.1
"1043","日商TOWA","TWI826854B","2021-10-27","2023-12-21",76,"切斷裝置以及切斷品的製造方法","本發明為實現能夠藉由刀片切斷互相鄰接的分割要素內的切斷線被設定於互不相同的直線上的切斷對象物者，本發明的切斷裝置100將藉由連結部W3連結多個分割要素W1、W2，並且互相鄰接的分割要素W1、分割要素W2內的切斷線CL1、切斷線CL2被設定於互不相同的直線上的切斷對象物W沿著切斷線CL1、切斷線CL2切斷，且所述切斷裝置100包括：切斷工作台2，吸附並保持切斷對象物W；切斷機構3，藉由刀片31將切斷對象物W切斷；分割要素搬送部10，於連結部W3被切斷機構3切斷而分割要素W1、分割要素W2互相分離的狀態下，自切斷工作台2搬送互相鄰接的分割要素W1、分割要素W2的其中一者。","Y2024","branch","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1044","日商TOWA","TWI842386B","2023-02-13","2024-05-11",76,"加工品的製造方法、半導體裝置的製造方法、及加工品的製造裝置","加工品的製造方法包括：準備步驟，準備至少包括沿著應切斷的位置預先形成有槽部（5）的引線框架的加工對象物（1）；表層除去步驟，在切斷加工對象物（1）之前，部分性地除去加工對象物（1）中的形成有槽部（5）的表層部分（3c）；以及鍍敷步驟，在切斷加工對象物（1）之前，對部分性地除去了表層部分（3c）的加工對象物（1）實施鍍敷處理，並且在實施表層除去步驟之前的狀態下，表層部分（3c）包括藉由將加工對象物（1）切斷而被除去的切斷區域（3m）、以及位於切斷區域（3m）與槽部（5）的開口端（5c）之間的非切斷區域（3n），在表層除去步驟中，除去非切斷區域（3n）的至少一部分。藉此，獲得能夠獲得更高的連接可靠性的加工品的製造方法。","Y2024","branch","No","半導體封裝技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045","日商斯庫林集團","TWI825699B","2022-05-03","2023-12-11",76,"熱處理方法及熱處理裝置","本發明提供一種可以簡易之構成，測定閃光照射時之基板之溫度之熱處理方法及熱處理裝置。

於成為溫度測定對象之半導體晶圓之斜上方，設置上部放射溫度計25。上部放射溫度計25具備接收到光時產生電動勢之光伏元件28。光伏元件28同時具有高速應答性及低頻帶之良好之雜訊特性。由於光伏元件28不需冷卻，於常溫下即可獲得充分之感度，故上部放射溫度計25中無需用於冷卻之機構。由於上部放射溫度計25無需設置光學斬波器，亦無需設置微分電路，故上部放射溫度計25可以簡易之構成，於使用鹵素燈之預備加熱時及閃光照射時之兩者，測定半導體晶圓之正面溫度。","Y2024","main","No","散熱管理",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1046","日商日立全球先端科技","TWI833277B","2022-07-08","2024-02-21",76,"半導體製造裝置及半導體製造裝置的清理方法","本發明的目的為提供能夠降低腔室內的反應生成物及殘留HF的技術。半導體製造裝置，具備：對處理容器內部的處理室內導入包含氟化氫及醇的蒸氣的處理用氣體的導入口；配置於前述處理室內將處理對象的晶圓載置於其上面的試料台；對前述導入口導入極性分子氣體的導入機構。","Y2024","main","No","半導體封裝技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1047","日商鎧俠","TWI811950B","2022-01-11","2023-08-11",76,"半導體裝置","根據一實施例之一種半導體裝置包含：一第一導電層，其在一第一方向上像一板一樣延伸；一第二導電層，其在與該第一方向相交之一第二方向上像一板一樣延伸；及一第一記憶體膜，其以在該第一導電層與該第二導電層相交之一區域中在與該第一方向及該第二方向相交之一第三方向上夾置於該第一導電層與該第二導電層之間之一方式配置，其中使用該第一導電層之一部分、該第一記憶體膜之一部分及該第二導電層之一部分，在該第一導電層與該第二導電層相交之該區域中以一弧形形狀組態一記憶體單元。","Y2024","main","No","記憶體裝置",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1048","瑞昱半導體","TWI806525B","2022-03-28","2023-06-21",76,"半導體裝置","本案提供一種半導體裝置，包含一半導體基板、至少一第一金屬氧化半導體、至少一第二金屬氧化半導體、一第一摻雜井區、一第二摻雜井區以及一深摻雜井區。第一金屬氧化半導體及第二金屬氧化半導體係位於半導體基板上。第一摻雜井區位於半導體基板內，且第二金屬氧化半導體位於第一摻雜井區內。第二摻雜井區位於半導體基板內，且第一金屬氧化半導體及第一摻雜井區係位於第二摻雜井區內。深摻雜井區位於第二摻雜井區與半導體基板之間，使深摻雜井區同時覆蓋其上方的第一金屬氧化半導體與第二金屬氧化半導體。","Y2024","main","Yes","半導體封裝技術","2379","半導體","2024-10-30",0.64,10.96,5,16.67,42.28,89.74,478.8,446.2,490.3,478.5,468.1
"1049","神雲科技","TWI826248B","2023-02-01","2023-12-11",76,"電腦系統","一種電腦系統包含一機板，及設置在機板上的一中央處理器、一PCIe插槽、一邏輯電路單元、與一開關單元。當一第一PCIe介面卡插設於該PCIe插槽時，該第一PCIe介面卡輸出至該PCIe插槽的多個保留接腳的邏輯值使得該邏輯電路單元所輸出的一致能信號等於一第二邏輯值，進而使得該開關單元導通，而讓該第一PCIe介面卡輸出至該PCIe插槽的多個JTAG接腳之其中至少一者經由該開關單元而與該中央處理器導通，以符合該第一PCIe介面卡運作的需求。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1050","緯穎科技服務","TWI837957B","2022-11-21","2024-04-01",76,"封裝組件","一種封裝組件，包含一基板、一電子元件以及一蓋體。電子元件與蓋體皆設置於基板上，其中電子元件位於蓋體與基板之間的腔室內。冷卻液可填充於蓋體之散熱空間中，以散除電子元件產生的熱能。此外，冷卻液可填充於電子元件所在的腔室中，以直接散除電子元件產生的熱能。","Y2024","main","Yes","半導體封裝技術","6669","電腦及週邊","2024-10-30",0.51,119.68,3,37.6,69.13,77.72,2041.1,1975.2,1951.8,1905,1996.9
"1051","美商谷歌有限責任公司","TWI824441B","2022-03-17","2023-12-01",76,"藉由一臉部驗證系統執行之方法、設備及電腦可讀儲存媒體","本發明描述實施用於臉部驗證防偽之圖樣辨識之技術及設備。特定言之，一臉部驗證系統區分一真實人臉與使用一顯示器來呈現一虛擬人臉之一呈現攻擊。該臉部驗證系統之一相機系統之操作設定經定製以使能夠偵測與該顯示器之一操作相關聯之一圖樣。該臉部驗證系統之一欺騙偵測器分析由該相機系統擷取之一或多個影像，且判定該(等)影像內是否存在該圖樣。若存在該圖樣，則該臉部驗證系統不提供臉部驗證。替代地，若不存在該圖樣，則該臉部驗證系統可在臉部辨識成功的情況下提供臉部驗證。以此方式，該臉部驗證系統可防止未經授權之行動者使用該呈現攻擊來獲得對一使用者之帳戶或資訊的存取。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1052","群創光電","TWI818509B","2022-04-13","2023-10-11",76,"電子裝置","本揭露提供一種電子裝置包括基板、第一金屬層、電子部件、覆蓋層以及黏著層。第一金屬層形成在基板上。電子部件接合至基板且電連接第一金屬層。黏著層黏附至基板以及覆蓋層。","Y2024","main","Yes","半導體封裝技術","3481","光電業","2024-10-30",1.77,-3.98,1,3.22,1519.65,106.82,15.7,0.1,4.5,15.6,7.2
"1053","聯發科技","TWI810875B","2022-03-30","2023-08-01",76,"半導體封裝","本發明公開一種半導體封裝，包括：半導體晶片，包括第一晶片焊盤和第二晶片焊盤；以及重分佈層結構，部分覆蓋該半導體晶片，其中該重分佈層結構包括：重分佈層跡線，具有第一端子和第二端子，其中該重分佈層跡線的該第一端子電耦接至該第一晶片焊盤，該重分佈層跡線的該第二端子電耦接至該第二晶片焊盤。","Y2024","main","Yes","半導體封裝技術","2454","半導體","2024-10-30",0.47,23.83,7,29.69,33.21,69.19,930.6,983.9,1276,1290,1021
"1054","臺灣中小企業銀行","TWI831579B","2023-01-17","2024-02-01",76,"境外金融交易的防範與驗證系統及其方法","一種境外金融交易的防範與驗證系統及其方法，當交易請求中客戶身分對應的跨境網際網路協定位址防範設定被致能，且接收到交易網際網路協定位址非交易請求中客戶身分對應國別資訊的網際網路協定位址範圍時，銀行交易伺服器依據語系資訊隨機選取多個候選詞彙，將多個候選詞彙與驗證詞彙生成驗證頁面，交易裝置自銀行交易伺服器接收與顯示驗證頁面，交易裝置於驗證頁面接收並提供待驗證詞彙至銀行交易伺服器，銀行交易伺服器對待驗證詞彙驗證通過時將交易請求進行金融交易操作，藉此可以達成提供對境外金融交易的防範與驗證的技術功效。","Y2024","branch","Yes","其他","2834","金融業","2024-10-30",1.47,22.89,8,5.55,NA,NA,13.6,13.7,15.7,15.5,14.1
"1055","華碩電腦","TWI794000B","2022-01-28","2023-02-21",76,"程式回收系統與程式回收方法","本案揭示一種程式回收系統包含記憶體及處理器。處理器用以由記憶體取得複數指令以執行以下步驟：收集複數個程式的複數個使用次數、複數個使用時間及第一使用順序；根據複數使用次數及複數使用時間以產生第一候選清單、根據複數使用次數以產生第二候選清單以及根據第一使用順序以產生第三候選清單；收集複數程式於操作時間的第二使用順序以產生操作清單；將第一候選清單、第二候選清單及第三候選清單各自與操作清單進行比較以產生比較結果；根據比較結果以輸出第一候選清單、第二候選清單或第三候選清單的其中一者以作為判別清單。","Y2024","main","Yes","其他","2357","電腦及週邊","2024-10-30",1.15,26.99,2,25.24,73.22,570.74,437.4,436,569.8,575,463.3
"1056","華邦電子","TWI790939B","2022-03-09","2023-01-21",76,"半導體元件及其形成方法","一種半導體元件包括：基底、多個隔離結構、多個通道層以及閘極結構。基底包括位於其上的多個鰭片。多個隔離結構分別配置在多個鰭片之間。多個隔離結構的頂面高於多個鰭片的頂面以形成多個開口。多個通道層分別配置在多個開口中。每一個通道層接觸相應的鰭片且延伸覆蓋相應的隔離結構的下側壁，以形成U型結構。閘極結構填入多個開口中且延伸覆蓋多個隔離結構的頂面。","Y2024","main","Yes","半導體結構","2344","半導體","2024-10-30",1.46,6.87,3,14.21,20.67,475.14,23.3,24.9,19.6,19.25,23.2
"1057","華邦電子","TWI824660B","2022-08-11","2023-12-01",76,"半導體結構及其形成方法","半導體結構的形成方法包含以下步驟。在邏輯區與陣列區的基板中分別形成多個第一溝槽及第二溝槽。在第一溝槽中與第二溝槽中形成介電襯墊。分別在第一溝槽與第二溝槽中形成多個第一塗佈區塊與第二塗佈區塊。在第一塗佈區塊與第二塗佈區塊之上形成蓋層。在蓋層之上形成多個氧化結構。將部分氧化結構與蓋層移除。在陣列區中形成半導體層，半導體層設置於基板之上與氧化結構之間。","Y2024","main","Yes","半導體結構","2344","半導體","2024-10-30",1.46,6.87,3,14.21,20.67,475.14,23.3,24.9,19.6,19.25,23.2
"1058","中國大陸商長鑫存儲技術","TWI829193B","2022-06-10","2024-01-11",75,"半導體結構及其製備方法","本公開實施例涉及半導體領域，特別涉及一種半導體結構及其製備方法，半導體結構包括：位於基底上的閘極，閘極兩側具有源極或汲極；位於基底上的介電層；接觸結構，接觸結構貫穿介電層並與源極或汲極電連接；間隔設置的第一電連接部和第二電連接部，第一電連接部與第二電連接部位於介電層頂面，第二電連接部與接觸結構的部分頂面接觸，第一電連接部包括堆疊設置的第一阻擋層和第一導電層，在沿源極指向汲極的方向上，第一阻擋層朝向接觸結構的側壁與接觸結構間的距離為第一距離，第一導電層朝向接觸結構的側壁與接觸結構間的距離為第二距離，第一距離大於第二距離。本公開實施例有利於降低半導體結構的短路風險。","Y2024","main","No","半導體結構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1059","中華電信","TWI812574B","2023-02-01","2023-08-11",75,"運用NFT技術的代理授權系統及代理授權方法","提供一種運用NFT技術的代理授權系統及代理授權方法。所述方法包括：由委託人裝置的委託授權書NFT符記設定元件創建委託授權書NFT符記，並且將委託授權書NFT符記寫入區塊鏈的第一區塊；由代理人裝置的委託授權書NFT符記代理授權元件將委託授權書NFT符記寫入區塊鏈的第二區塊；以及由證明文件核發單位裝置的證明文件NFT符記設定元件創建證明文件NFT符記，並且將證明文件NFT符記寫入區塊鏈的第三區塊，其中證明文件NFT符記包括委託授權書NFT符記識別碼。","Y2024","main","Yes","其他","2412","通信網路業","2024-10-30",0.56,5.32,8,1.22,2.17,-2.72,112.3,117.8,124,122,116.8
"1060","仁寶電腦工業","TWI791377B","2022-01-14","2023-02-01",75,"電子裝置","一種電子裝置，包括一第一機體、一第二機體以及一樞軸結構。第一機體包括互相樞接的一第一部分及一第二部分，第一部分具有一凹槽。樞軸結構樞接於第二機體的一邊緣與第二部分之間。當第二機體相對於第一機體從一閉合狀態展開至一第一展開狀態時，樞軸結構推抵第一部分以使第一部分相對於第二部分轉動。當第二機體相對於第一機體從第一展開狀態繼續展開至一第二展開狀態時，第二機體的邊緣推抵第一部分以使第一部分繼續相對於第二部分轉動。當第二機體為閉合狀態時，樞軸結構至少部分地容置於凹槽內。","Y2024","main","Yes","其他","2324","電腦及週邊","2024-10-30",1.15,-1.6,1,-2.73,11.19,47.12,33.2,27.6,34.1,35.85,31.1
"1061","兆豐國際商業銀行","TWI789868B","2021-08-11","2023-01-11",75,"適於建議關聯操作的系統及方法","提供一種適於建議關聯操作的系統及方法。所述系統包括伺服器、至少一第一用戶端電子裝置以及第二用戶端電子裝置。至少一第一用戶端電子裝置響應於接收第一操作而將關聯於第一操作的關聯操作集合記錄於至少一記錄檔，並且傳送至少一記錄檔至伺服器。伺服器分析至少一記錄檔以獲得關聯操作建議檔。伺服器根據關聯操作建議檔為第二用戶端電子裝置建議關聯操作。","Y2024","main","No","其他",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1062","凌巨科技","TWI777786B","2021-09-27","2022-09-11",75,"穿透型太陽能電池","本發明關於一種穿透型太陽能電池，包含一可透光區及一不可透光區。可透光區包含一基板及依序設置於基板上的一第一透明導電層、一光伏電池層、一第二透明導電層、一第一金屬層、一保護層及一第二金屬層。其中，第二透明導電層完整覆蓋光伏電池層的一上表面，且第一金屬層部分覆蓋第二透明導電層的一上表面。","Y2024","main","Yes","其他","8105","光電業","2024-10-30",0.96,15.98,2,-18.9,-85.02,-628.46,17,22.4,18,16.55,19.4
"1063","力晶積成電子製造","TWI782844B","2022-01-03","2022-11-01",75,"具有嵌入式晶片的動態隨機存取記憶體裝置及其製造方法","一種具有嵌入式晶片的動態隨機存取記憶體裝置，包括半導體晶片與邏輯晶片。半導體晶片包括第一基板、動態隨機存取記憶體以及嵌入區域。動態隨機存取記憶體形成於第一基板上，並具有位元線以及設置在位元線上的電容器。嵌入區域定義在動態隨機存取記憶體以外的半導體晶片中，且嵌入區域的底部在第一基板的表面或表面以下。邏輯晶片則是嵌入在所述嵌入區域，其中邏輯晶片包括第二基板以及形成於第二基板上的邏輯元件，且第二基板的底部位於第一基板的表面或表面以下。","Y2024","main","Yes","記憶體裝置","6770","半導體","2024-10-30",0.89,11.42,4,1.04,-68.33,-3261.64,22.9,28.7,19.7,18,24.6
"1064","力晶積成電子製造","TWI795866B","2021-08-10","2023-03-11",75,"記憶體結構","一種記憶體結構，包括基底以及多個記憶胞。多個記憶胞堆疊設置在基底上。每個記憶胞包括第一導體層、第一閘極、第二閘極、第二導體層、通道層與第一電荷儲存層。第一導體層、第一閘極、第二閘極與第二導體層依序堆疊。第一導體層與第一閘極彼此電性絕緣。第一閘極與第二閘極彼此電性絕緣。第二閘極與第二導體層彼此電性絕緣。通道層位在第一導體層的一側、第一閘極的一側、第二閘極的一側與第二導體層的一側。第一閘極與第二閘極電性絕緣於通道層。第一導體層與第二導體層電性連接於通道層。第一電荷儲存層位在第一閘極與通道層之間。","Y2024","main","Yes","記憶體裝置","6770","半導體","2024-10-30",0.89,11.42,4,1.04,-68.33,-3261.64,22.9,28.7,19.7,18,24.6
"1065","南亞科技","TWI803312B","2022-05-09","2023-05-21",75,"具有多堆疊載體結構之半導體元件","本揭露提供一種半導體元件。該半導體元件包括位於一基板上的一中間介電層；位於該中間介電層中的一導電襯墊；以及一多堆疊載體結構，其包括位於該中間介電層上的一第一層、位於該第一層上的一第二層、以及位於該第二層上的一第三層。","Y2024","main","Yes","半導體封裝技術","2408","半導體","2024-10-30",1.19,-5.12,7,41.18,136.4,27.17,55.2,60.1,44.3,42.3,55
"1066","南亞科技","TWI817631B","2022-07-28","2023-10-01",75,"主動區域的製備方法","本揭露提供一種主動區域的製備方法。該製備方法包括以下操作：接收一基板，其上具有一氧化層、一氮化層、和一矽層；形成一圖案化光阻層於該矽層上；沈積一罩幕層以覆蓋該圖案化光阻層的一輪廓；塗佈一碳層於該罩幕層上；蝕刻該碳層、該罩幕層、和該矽層以暴露該氮化層的一頂表面；形成複數個開口於該氧化層中以暴露該基板的一頂表面；以及從該基板的該頂表面生長一磊晶層於該些開口中以形成該些主動區域。","Y2024","main","Yes","蝕刻技術","2408","半導體","2024-10-30",1.19,-5.12,7,41.18,136.4,27.17,55.2,60.1,44.3,42.3,55
"1067","南亞科技","TWI841313B","2023-03-22","2024-05-01",75,"半導體結構與其製造方法","一種半導體裝置包含介電層堆疊、隔離結構、襯墊層與觸點。隔離結構接觸介電層堆疊的側壁，其中介電層堆疊的側壁與隔離結構的側壁定義尖角。襯墊層位於尖角，其中襯墊層的側壁、介電層堆疊的側壁與隔離結構的側壁定義圓角。觸點與介電層堆疊的側壁、隔離結構的側壁與襯墊層的側壁接觸。","Y2024","main","Yes","半導體封裝技術","2408","半導體","2024-10-30",1.19,-5.12,7,41.18,136.4,27.17,55.2,60.1,44.3,42.3,55
"1068","南韓商三星電子","TWI801230B","2022-05-03","2023-05-01",75,"半導體記憶體裝置","一種半導體記憶體裝置包括：堆疊結構，包括交替且重複堆疊於半導體基板上的字元線及層間介電圖案。半導體圖案分別設置於在垂直方向上相鄰的字元線之間。位元線自半導體基板在垂直方向上延伸並與半導體圖案接觸。頂蓋絕緣圖案設置於位元線與字元線之間並覆蓋層間介電圖案的側表面。記憶體元件分別設置於在垂直方向上相鄰的層間介電圖案之間。半導體圖案中的每一者包括與位元線接觸的第一源極/汲極區、與記憶體元件中的一個記憶體元件直接接觸的第二源極/汲極區、以及位於第一源極/汲極區與第二源極/汲極區之間的通道區。第一源極/汲極區的最大寬度較通道區的寬度大。","Y2024","main","No","記憶體裝置",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069","南韓商三星電子","TWI821720B","2021-08-05","2023-11-11",75,"半導體元件","揭露半導體元件。半導體元件可包括依序堆疊於半導體基板上的底部電極、介電層及頂部電極。底部電極包括：第一摻雜區，與介電層接觸；主區，藉由介於主區與介電層之間的第一摻雜區而與介電層間隔開；以及第二摻雜區，位於第一摻雜區與主區之間。第一摻雜區及第二摻雜區中的每一者包含氧及摻雜金屬。在一些實施例中，第二摻雜區可包含氮。主區可不含摻雜金屬。第二摻雜區中的氧的量小於第一摻雜區中的氧的量。","Y2024","main","No","半導體結構",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1070","南韓商樂金顯示科技","TWI792565B","2021-09-15","2023-02-11",75,"觸控顯示裝置","本申請的實施例關於觸控顯示裝置。在將其上佈置有觸控墊的第二基板貼附到其上佈置有顯示墊的第一基板後，透過移除第二基板的一部份進而將觸控墊暴露於外部，顯示墊及觸控墊可以佈置在顯示面板的同一側上。由於在不重疊顯示墊的區域中觸控墊位在高於顯示墊的位置，墊與印刷電路之間的接合可以輕易被執行。由於可以被佈置的墊的數量增加，可以輕易地實現大面積、高解析度的觸控顯示裝置。","Y2024","main","No","顯示技術",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1071","友達光電","TWI773587B","2021-11-17","2022-08-01",75,"燈板","一種燈板，包含電路基板、複數個發光元件、複數個微控制器及光學膠。微控制器設置於電路基板的顯示區上，各微控制器與發光元件中的一部分電性連接。光學膠覆蓋電路基板、發光元件及微控制器。各微控制器包含突塊層及透明保護層。透明保護層位於微控制器遠離電路基板的一端，突塊層用以折射或散射來自發光元件的光線。如此，透過突塊層將來自發光元件的光線折射或散射，能使發出的光線更加均勻，避免在微控制器的區域形成暗帶。","Y2024","main","Yes","顯示技術","2409","光電業","2024-10-30",1.16,5.3,1,17.38,319.42,102.42,16.9,16.5,16.9,16.6,16.7
"1072","友達光電","TWI796970B","2022-03-16","2023-03-21",75,"半導體裝置以及顯示裝置","本揭示內容提供一種半導體裝置，包含緩衝層、第一子晶片及第二子晶片以及連接件。第一子晶片及第二子晶片分開設置於緩衝層上。第一子晶片及該第二子晶片中的每一者皆包含第一擴散層、主動層以及第二擴散層。第一擴散層、主動層及第二擴散層由上而下依序設置於緩衝層上。第一擴散層及緩衝層為第一類型磊晶層，第二擴散層為第二類型磊晶層。連接件用以將第一子晶片的第二擴散層電性耦接至第二子晶片的第一擴散層。","Y2024","main","Yes","半導體封裝技術","2409","光電業","2024-10-30",1.16,5.3,1,17.38,319.42,102.42,16.9,16.5,16.9,16.6,16.7
"1073","台灣積體電路製造","TWI787083B","2022-02-15","2022-12-11",75,"半導體裝置以及其形成方法","一種半導體裝置，包括裝置層，此裝置層包括：通道區；沿著通道區的側壁以及第一絕緣鰭狀物且在通道區的側壁以及第一絕緣鰭狀物上的的閘極堆疊；以及與通道區相鄰的磊晶源極/汲極區，其中磊晶源極/汲極區延伸穿過第一絕緣鰭狀物。半導體裝置更包括在裝置層的第一側上的正面互連結構；以及在與裝置層的第一側相對的裝置層的第二側上的背面互連結構。背面互連結構包括電連接到磊晶源極/汲極區的背面源極/汲極接觸。","Y2024","main","Yes","半導體結構","2330","半導體","2024-10-30",0.35,39.6,10,40.07,37.63,41.89,469.6,509.8,1018.6,1030,595.5
"1074","台灣積體電路製造","TWI791264B","2021-08-17","2023-02-01",75,"半導體結構及其製造方法","本發明實施例提供一種半導體結構。該半導體結構包含一基板及放置於該基板上之一堆疊結構。該堆疊結構包含多個交替堆疊之絕緣層及閘極部件。一核心結構放置於該堆疊結構中。該核心結構包含一記憶體層、一通道部件、一接點部件及一襯墊部件。該通道部件放置於該記憶體層上。該接點部件放置於該通道部件上。該襯墊部件圍繞該核心結構之一部分。本發明實施例亦提供一種用於製造該半導體結構之方法。","Y2024","main","Yes","半導體結構","2330","半導體","2024-10-30",0.35,39.6,10,40.07,37.63,41.89,469.6,509.8,1018.6,1030,595.5
